Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	18.65  	82.5                 	
A2  	26.23  	80                   	
A3  	24.39  	80                   	
A4  	20.32  	77.5                 	
A5  	18.45  	81.5                 	
A6  	20.66  	81.5                 	
A7  	22.46  	77.5                 	
A8  	20.51  	78.5                 	
A9  	28.74  	82.5                 	
A10 	25.41  	81                   	
A11 	24.63  	79.5                 	
A12 	20.77  	79                   	
B1  	19.48  	82.5                 	
B2  	26.6   	80                   	
B3  	25.23  	80                   	
B4  	20.54  	77.5                 	
B5  	18.81  	81.5                 	
B6  	20.55  	81                   	
B7  	23.24  	77.5                 	
B8  	20.52  	78.5                 	
B9  	29.68  	82.5                 	
B10 	25.53  	81                   	
B11 	24.85  	79.5                 	
B12 	20.83  	79                   	
C1  	19.1   	82.5                 	
C2  	26.83  	80                   	
C3  	27.42  	80                   	
C4  	20.77  	77.5                 	
C5  	18.83  	81.5                 	
C6  	20.52  	81                   	
C7  	23.37  	78                   	
C8  	20.8   	78.5                 	
C9  	29.82  	82.5                 	
C10 	25.71  	81                   	
C11 	25.36  	79.5                 	
C12 	21.61  	79                   	
D1  	19.33  	82.5                 	
D2  	27.34  	80                   	
D3  	26.25  	80                   	
D4  	21.25  	77.5                 	
D5  	18.89  	81.5                 	
D6  	20.88  	81                   	
D7  	23.51  	78                   	
D8  	20.94  	78.5                 	
D9  	29.92  	82.5                 	
D10 	26.57  	81                   	
D11 	25.66  	79.5                 	
D12 	21.81  	79                   	
E1  	19.77  	82.5                 	
E2  	27.4   	80                   	
E3  	25.52  	80                   	
E4  	21.43  	77.5                 	
E5  	19.42  	81.5                 	
E6  	21.5   	81.5                 	
E7  	23.56  	78                   	
E8  	21.6   	78.5                 	
E9  	31.05  	82.5                 	
E10 	26.65  	81                   	
E11 	25.84  	80                   	
E12 	21.84  	79                   	
F1  	19.33  	82.5                 	
F2  	27.34  	80                   	
F3  	25.46  	80                   	
F4  	20.99  	77.5                 	
F5  	18.9   	81.5                 	
F6  	21.14  	81.5                 	
F7  	23.45  	78                   	
F8  	20.96  	78.5                 	
F9  	28.83  	82.5                 	
F10 	25.85  	81                   	
F11 	25.77  	79.5                 	
F12 	21.79  	79                   	
G1  	19.21  	82.5                 	
G2  	27.4   	80                   	
G3  	26.88  	80                   	
G4  	21.51  	77.5                 	
G5  	18.84  	81.5                 	
G6  	20.9   	81                   	
G7  	22.81  	78                   	
G8  	20.91  	78.5                 	
G9  	31.7   	82.5                 	
G10 	26.83  	81                   	
G11 	25.24  	79.5                 	
G12 	21.78  	79                   	
H1  	No Cq  	55                   	
H2  	No Cq  	55                   	
H3  	No Cq  	55                   	
H4  	No Cq  	77                   	
H5  	No Cq  	57                   	
H6  	No Cq  	57.5                 	
H7  	No Cq  	76.5                 	
H8  	No Cq  	77                   	
H9  	No Cq  	57                   	
H10 	No Cq  	79.5                 	
H11 	No Cq  	58                   	
H12 	No Cq  	55                   	
