Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	18.81  	82                   	
A2  	26.72  	79.5                 	
A3  	27.28  	80                   	
A4  	20.5   	77                   	
A5  	18.65  	81.5                 	
A6  	19.87  	81                   	
A7  	22.65  	77.5                 	
A8  	20.1   	78                   	
A9  	27.5   	82.5                 	
A10 	27.46  	80.5                 	
A11 	24.61  	79.5                 	
A12 	21.73  	78.5                 	
B1  	18.79  	82                   	
B2  	27.3   	80                   	
B3  	26.42  	80                   	
B4  	19.86  	77                   	
B5  	18.53  	81.5                 	
B6  	20.6   	81                   	
B7  	22.54  	77.5                 	
B8  	19.99  	78.5                 	
B9  	32.35  	82                   	
B10 	26.67  	80.5                 	
B11 	24.77  	79.5                 	
B12 	21.62  	78.5                 	
C1  	19.06  	82                   	
C2  	28.42  	79.5                 	
C3  	26.43  	80                   	
C4  	20.43  	77.5                 	
C5  	18.78  	81.5                 	
C6  	20.55  	81.5                 	
C7  	22.89  	77.5                 	
C8  	20.48  	78.5                 	
C9  	30.6   	82.5                 	
C10 	26.45  	81                   	
C11 	24.92  	79.5                 	
C12 	21.61  	78.5                 	
D1  	19.64  	82                   	
D2  	27.4   	80                   	
D3  	26.39  	80                   	
D4  	20.79  	77                   	
D5  	19.4   	81.5                 	
D6  	21.29  	81                   	
D7  	23.37  	77.5                 	
D8  	20.72  	78                   	
D9  	31.54  	82.5                 	
D10 	26.73  	81                   	
D11 	25.22  	79.5                 	
D12 	21.95  	78.5                 	
E1  	20.99  	82                   	
E2  	28.76  	80                   	
E3  	31.7   	80                   	
E4  	22.46  	77.5                 	
E5  	20.76  	81.5                 	
E6  	22.35  	81                   	
E7  	24.65  	78                   	
E8  	22.24  	78.5                 	
E9  	29.26  	82.5                 	
E10 	28.51  	81                   	
E11 	27.47  	79.5                 	
E12 	23.63  	78.5                 	
F1  	18.86  	82                   	
F2  	26.32  	80                   	
F3  	24.64  	80                   	
F4  	19.86  	77.5                 	
F5  	18.52  	81.5                 	
F6  	20.46  	81                   	
F7  	22.59  	77.5                 	
F8  	20.54  	78.5                 	
F9  	29.56  	82.5                 	
F10 	26.2   	81                   	
F11 	24.82  	79.5                 	
F12 	20.96  	78.5                 	
G1  	19.11  	82                   	
G2  	26.23  	79.5                 	
G3  	26.8   	79.5                 	
G4  	19.87  	77                   	
G5  	18.78  	81.5                 	
G6  	19.85  	81                   	
G7  	22.78  	77.5                 	
G8  	20.54  	78                   	
G9  	28.35  	82.5                 	
G10 	26.34  	80.5                 	
G11 	24.67  	79.5                 	
G12 	21.51  	78.5                 	
H1  	No Cq  	57.5                 	
H2  	No Cq  	68.5                 	
H3  	No Cq  	66                   	
H4  	No Cq  	77.5                 	
H5  	No Cq  	55                   	
H6  	No Cq  	58                   	
H7  	No Cq  	77                   	
H8  	No Cq  	77.5                 	
H9  	No Cq  	55                   	
H10 	No Cq  	81                   	
H11 	No Cq  	57.5                 	
H12 	No Cq  	55                   	
