Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	18.82  	82                   	
A2  	25.42  	80                   	
A3  	24.68  	80                   	
A4  	19.75  	77                   	
A5  	18.62  	81.5                 	
A6  	19.66  	81.5                 	
A7  	22.48  	77.5                 	
A8  	20.27  	78                   	
A9  	29.24  	82.5                 	
A10 	26.37  	80.5                 	
A11 	24.52  	79.5                 	
A12 	21.01  	79                   	
B1  	20.64  	82.5                 	
B2  	27.21  	80                   	
B3  	27.49  	80                   	
B4  	21.43  	77.5                 	
B5  	20.4   	81.5                 	
B6  	21.35  	81.5                 	
B7  	24.44  	77.5                 	
B8  	21.65  	78.5                 	
B9  	29.33  	82.5                 	
B10 	27.57  	81                   	
B11 	26.44  	79.5                 	
B12 	22.52  	78.5                 	
C1  	18.86  	82.5                 	
C2  	25.93  	80                   	
C3  	23.49  	80                   	
C4  	19.68  	77.5                 	
C5  	18.66  	81.5                 	
C6  	19.87  	81.5                 	
C7  	22.44  	77.5                 	
C8  	19.95  	78.5                 	
C9  	30.87  	82.5                 	
C10 	25.44  	81                   	
C11 	24.84  	80                   	
C12 	21.04  	79                   	
D1  	19.05  	82.5                 	
D2  	26.84  	80                   	
D3  	26.06  	80                   	
D4  	20.57  	77                   	
D5  	18.8   	81.5                 	
D6  	19.97  	81                   	
D7  	22.73  	77.5                 	
D8  	20.49  	78.5                 	
D9  	28.7   	82.5                 	
D10 	26.41  	81                   	
D11 	24.98  	79.5                 	
D12 	21.73  	79                   	
E1  	18.85  	82.5                 	
E2  	26.48  	80                   	
E3  	25.86  	80                   	
E4  	20.31  	77.5                 	
E5  	18.47  	81.5                 	
E6  	19.9   	81                   	
E7  	22.7   	78                   	
E8  	20.51  	78.5                 	
E9  	28.79  	82.5                 	
E10 	26.41  	81                   	
E11 	24.64  	79.5                 	
E12 	21.53  	79                   	
F1  	18.95  	82.5                 	
F2  	25.78  	80                   	
F3  	26.96  	80                   	
F4  	20.47  	77.5                 	
F5  	18.65  	81.5                 	
F6  	19.92  	81                   	
F7  	22.71  	78                   	
F8  	20.46  	78.5                 	
F9  	28.54  	82.5                 	
F10 	26.18  	81                   	
F11 	25.16  	80                   	
F12 	21.18  	79                   	
G1  	19.06  	82                   	
G2  	25.67  	80                   	
G3  	24.94  	80                   	
G4  	20.04  	77                   	
G5  	18.82  	81.5                 	
G6  	20     	81                   	
G7  	22.75  	77.5                 	
G8  	20.53  	78                   	
G9  	30.4   	82.5                 	
G10 	25.73  	80.5                 	
G11 	24.92  	79.5                 	
G12 	21.25  	79                   	
H1  	No Cq  	55                   	
H2  	No Cq  	95                   	
H3  	No Cq  	95                   	
H4  	No Cq  	95                   	
H5  	No Cq  	57.5                 	
H6  	No Cq  	55                   	
H7  	No Cq  	77                   	
H8  	No Cq  	78.5                 	
H9  	No Cq  	95                   	
H10 	No Cq  	80.5                 	
H11 	No Cq  	58                   	
H12 	No Cq  	57                   	
