Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	18.18  	82                   	
A2  	23.81  	80                   	
A3  	17.21  	80                   	
A4  	17.88  	77.5                 	
A5  	17.88  	81.5                 	
A6  	17.93  	81                   	
A7  	21.65  	77.5                 	
A8  	19.88  	78.5                 	
A9  	19.18  	82.5                 	
A10 	21.71  	81                   	
A11 	23.88  	79.5                 	
A12 	19.32  	79                   	
B1  	18.77  	82                   	
B2  	23.48  	80                   	
B3  	17.68  	80                   	
B4  	17.89  	77.5                 	
B5  	18.4   	81.5                 	
B6  	18.66  	81.5                 	
B7  	21.91  	77.5                 	
B8  	19.99  	78.5                 	
B9  	19.86  	82.5                 	
B10 	21.73  	81                   	
B11 	23.94  	79.5                 	
B12 	19.75  	78.5                 	
C1  	18.26  	82                   	
C2  	23.97  	80                   	
C3  	16.65  	80                   	
C4  	17.85  	77.5                 	
C5  	18.46  	81.5                 	
C6  	17.98  	81                   	
C7  	21.63  	77.5                 	
C8  	19.91  	78.5                 	
C9  	18.88  	82.5                 	
C10 	21.63  	81                   	
C11 	23.9   	79.5                 	
C12 	19.17  	79                   	
D1  	18.66  	82                   	
D2  	24.68  	80                   	
D3  	18.02  	80                   	
D4  	18.64  	77.5                 	
D5  	18.52  	81.5                 	
D6  	18.72  	81                   	
D7  	21.88  	77.5                 	
D8  	20.53  	78.5                 	
D9  	20.77  	82.5                 	
D10 	22.6   	81                   	
D11 	24.61  	79.5                 	
D12 	19.92  	79                   	
E1  	18.96  	82                   	
E2  	25.49  	80                   	
E3  	25.21  	80                   	
E4  	19.72  	77.5                 	
E5  	18.57  	81.5                 	
E6  	19.66  	81                   	
E7  	22.6   	78                   	
E8  	20.37  	78.5                 	
E9  	30.98  	82.5                 	
E10 	25.56  	81                   	
E11 	24.88  	79.5                 	
E12 	20.93  	79                   	
F1  	18.92  	82                   	
F2  	24.76  	80                   	
F3  	26.56  	80                   	
F4  	19.69  	77.5                 	
F5  	18.65  	81.5                 	
F6  	19.58  	81                   	
F7  	22.74  	78                   	
F8  	20.17  	78.5                 	
F9  	29.07  	82.5                 	
F10 	25.63  	81                   	
F11 	24.7   	79.5                 	
F12 	20.72  	79                   	
G1  	18.98  	82                   	
G2  	26.9   	80                   	
G3  	26.4   	80                   	
G4  	20.69  	77                   	
G5  	18.73  	81.5                 	
G6  	20.73  	81                   	
G7  	22.96  	77.5                 	
G8  	20.63  	78.5                 	
G9  	31.78  	82.5                 	
G10 	26.1   	81                   	
G11 	25.15  	79.5                 	
G12 	21.24  	79                   	
H1  	No Cq  	57.5                 	
H2  	No Cq  	66.5                 	
H3  	No Cq  	63                   	
H4  	No Cq  	77                   	
H5  	No Cq  	59                   	
H6  	No Cq  	57.5                 	
H7  	No Cq  	55                   	
H8  	39.43  	78.5                 	
H9  	No Cq  	62                   	
H10 	No Cq  	74                   	
H11 	No Cq  	59                   	
H12 	No Cq  	57.5                 	
