Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	18.73  	82.5                 	
A2  	26.23  	80                   	
A3  	26.46  	80                   	
A4  	20.49  	77                   	
A5  	18.51  	81.5                 	
A6  	20.36  	81.5                 	
A7  	22.65  	77.5                 	
A8  	20.36  	78.5                 	
A9  	31.36  	82.5                 	
A10 	25.24  	80.5                 	
A11 	24.94  	79.5                 	
A12 	20.67  	79                   	
B1  	18.88  	82.5                 	
B2  	26.25  	80                   	
B3  	27.39  	80                   	
B4  	20.54  	77.5                 	
B5  	18.51  	81.5                 	
B6  	20.46  	81                   	
B7  	22.75  	77.5                 	
B8  	20.34  	78.5                 	
B9  	30.02  	82.5                 	
B10 	26.6   	81                   	
B11 	24.81  	79.5                 	
B12 	20.79  	79                   	
C1  	18.48  	82.5                 	
C2  	26.2   	80                   	
C3  	26.28  	80                   	
C4  	20.5   	77.5                 	
C5  	17.99  	81.5                 	
C6  	20.45  	81.5                 	
C7  	22.62  	77.5                 	
C8  	20.48  	78.5                 	
C9  	32.65  	82.5                 	
C10 	25.54  	81                   	
C11 	24.8   	79.5                 	
C12 	20.79  	79                   	
D1  	19.55  	82                   	
D2  	26.7   	80                   	
D3  	26.72  	79.5                 	
D4  	20.81  	77                   	
D5  	18.85  	81.5                 	
D6  	20.84  	81.5                 	
D7  	23.39  	77.5                 	
D8  	20.47  	78.5                 	
D9  	31.17  	82.5                 	
D10 	26.67  	81                   	
D11 	25.39  	79.5                 	
D12 	21.56  	79                   	
E1  	18.32  	82                   	
E2  	26.36  	80                   	
E3  	24.9   	80                   	
E4  	19.8   	77.5                 	
E5  	17.83  	81.5                 	
E6  	20.05  	81.5                 	
E7  	22.57  	77.5                 	
E8  	19.9   	78.5                 	
E9  	29.07  	82.5                 	
E10 	25.41  	81                   	
E11 	24.69  	79.5                 	
E12 	20.85  	79                   	
F1  	18.59  	82                   	
F2  	26.41  	80                   	
F3  	26.9   	80                   	
F4  	20.45  	77.5                 	
F5  	17.82  	81.5                 	
F6  	20.09  	81                   	
F7  	22.52  	78                   	
F8  	19.83  	78.5                 	
F9  	31.45  	82.5                 	
F10 	25.91  	81                   	
F11 	24.76  	80                   	
F12 	20.96  	79                   	
G1  	18.81  	82                   	
G2  	26.34  	80                   	
G3  	23.93  	80                   	
G4  	20.68  	77                   	
G5  	18.58  	81.5                 	
G6  	20.71  	81                   	
G7  	22.78  	77.5                 	
G8  	20.47  	78                   	
G9  	30.7   	82.5                 	
G10 	25.42  	81                   	
G11 	24.94  	79.5                 	
G12 	21     	79                   	
H1  	No Cq  	57.5                 	
H2  	No Cq  	79                   	
H3  	No Cq  	79.5                 	
H4  	No Cq  	77                   	
H5  	No Cq  	58                   	
H6  	No Cq  	57                   	
H7  	No Cq  	77                   	
H8  	No Cq  	95                   	
H9  	No Cq  	59                   	
H10 	No Cq  	81.5                 	
H11 	No Cq  	57.5                 	
H12 	No Cq  	57.5                 	
