Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	18.93  	82                   	
A2  	26.63  	80                   	
A3  	27.44  	80                   	
A4  	20.52  	77                   	
A5  	18.81  	81.5                 	
A6  	20.01  	81.5                 	
A7  	22.66  	77.5                 	
A8  	20.17  	78.5                 	
A9  	29.64  	82.5                 	
A10 	26.54  	81                   	
A11 	24.83  	79.5                 	
A12 	21.21  	78.5                 	
B1  	19.01  	82                   	
B2  	26.48  	80                   	
B3  	26.64  	80                   	
B4  	19.96  	77                   	
B5  	18.78  	81.5                 	
B6  	19.82  	81.5                 	
B7  	22.52  	77.5                 	
B8  	19.96  	78.5                 	
B9  	31.35  	82                   	
B10 	25.66  	81                   	
B11 	24.79  	79.5                 	
B12 	20.98  	78.5                 	
C1  	18.65  	82                   	
C2  	25.27  	80                   	
C3  	25.34  	80                   	
C4  	19.55  	77.5                 	
C5  	17.92  	81.5                 	
C6  	19.11  	81                   	
C7  	22.07  	78                   	
C8  	19.67  	78.5                 	
C9  	27.38  	82.5                 	
C10 	25.19  	80.5                 	
C11 	24.2   	79.5                 	
C12 	20.71  	79                   	
D1  	18.7   	82                   	
D2  	26.21  	80                   	
D3  	24.69  	80                   	
D4  	19.59  	77.5                 	
D5  	18.49  	81.5                 	
D6  	19.41  	81.5                 	
D7  	21.81  	78                   	
D8  	19.57  	78.5                 	
D9  	29.66  	82.5                 	
D10 	25.52  	81                   	
D11 	24.49  	79.5                 	
D12 	20.67  	79                   	
E1  	18.55  	82                   	
E2  	24.28  	80                   	
E3  	24.3   	80                   	
E4  	19.49  	77.5                 	
E5  	18.51  	81.5                 	
E6  	18.59  	81.5                 	
E7  	21.66  	78                   	
E8  	19.47  	78.5                 	
E9  	27.94  	82.5                 	
E10 	24.45  	81                   	
E11 	24.5   	79.5                 	
E12 	19.9   	79                   	
F1  	18.82  	82                   	
F2  	24.56  	80                   	
F3  	24.29  	80                   	
F4  	19.56  	77.5                 	
F5  	18.69  	81.5                 	
F6  	18.81  	81                   	
F7  	21.74  	77.5                 	
F8  	19.74  	78.5                 	
F9  	28.32  	82.5                 	
F10 	24.74  	81                   	
F11 	24.75  	79.5                 	
F12 	20.57  	79                   	
G1  	19.01  	82                   	
G2  	26.37  	80                   	
G3  	26.78  	80                   	
G4  	20.64  	77.5                 	
G5  	18.79  	81.5                 	
G6  	19.92  	81.5                 	
G7  	22.52  	77.5                 	
G8  	19.9   	78.5                 	
G9  	29.69  	82.5                 	
G10 	25.63  	81                   	
G11 	24.93  	79.5                 	
G12 	21.52  	79                   	
H1  	No Cq  	57                   	
H2  	No Cq  	79                   	
H3  	No Cq  	64.5                 	
H4  	35.8   	75.5                 	
H5  	No Cq  	55                   	
H6  	No Cq  	55                   	
H7  	No Cq  	78                   	
H8  	38.04  	77.5                 	
H9  	37.82  	79.5                 	
H10 	No Cq  	81.5                 	
H11 	No Cq  	57.5                 	
H12 	No Cq  	55                   	
