Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	18.62  	82.5                 	
A2  	26.38  	80                   	
A3  	26.16  	80                   	
A4  	19.84  	77.5                 	
A5  	18.49  	81.5                 	
A6  	19.84  	81                   	
A7  	22.54  	77.5                 	
A8  	19.78  	78.5                 	
A9  	29.46  	82.5                 	
A10 	25.33  	81                   	
A11 	24.66  	79.5                 	
A12 	20.98  	79                   	
B1  	19.16  	82.5                 	
B2  	26.48  	80                   	
B3  	26.83  	80                   	
B4  	20.7   	77.5                 	
B5  	18.99  	81.5                 	
B6  	20.49  	81.5                 	
B7  	22.84  	77.5                 	
B8  	20.51  	78.5                 	
B9  	29.65  	82.5                 	
B10 	26.47  	81                   	
B11 	25.24  	79.5                 	
B12 	21.55  	79                   	
C1  	18.8   	82.5                 	
C2  	25.89  	80                   	
C3  	25.45  	80                   	
C4  	19.89  	77.5                 	
C5  	18.77  	81.5                 	
C6  	19.77  	81                   	
C7  	22.67  	77.5                 	
C8  	20.02  	78.5                 	
C9  	26.96  	82.5                 	
C10 	25.89  	81                   	
C11 	24.91  	80                   	
C12 	20.92  	79                   	
D1  	19.66  	82.5                 	
D2  	25.98  	80                   	
D3  	26.7   	80                   	
D4  	20.76  	77.5                 	
D5  	19.2   	81.5                 	
D6  	20.11  	81                   	
D7  	22.9   	78                   	
D8  	20.62  	78.5                 	
D9  	28.88  	82.5                 	
D10 	26.74  	81                   	
D11 	25.44  	79.5                 	
D12 	21.64  	79                   	
E1  	18.25  	82.5                 	
E2  	24.87  	80                   	
E3  	24.61  	80                   	
E4  	19.67  	77.5                 	
E5  	18.1   	81.5                 	
E6  	19.63  	81                   	
E7  	21.87  	78                   	
E8  	19.72  	78.5                 	
E9  	25.81  	82.5                 	
E10 	24.98  	81                   	
E11 	24.2   	80                   	
E12 	20.83  	79                   	
F1  	18.73  	82.5                 	
F2  	25.01  	80                   	
F3  	26.68  	80                   	
F4  	19.9   	77.5                 	
F5  	18.69  	81.5                 	
F6  	19.59  	81                   	
F7  	21.98  	78                   	
F8  	19.81  	78.5                 	
F9  	27.76  	82.5                 	
F10 	25.8   	81                   	
F11 	24.53  	80                   	
F12 	20.91  	79                   	
G1  	18.94  	82.5                 	
G2  	26.51  	80                   	
G3  	24.79  	80                   	
G4  	19.85  	77.5                 	
G5  	18.91  	81.5                 	
G6  	20.05  	81                   	
G7  	22.69  	78                   	
G8  	20.06  	78.5                 	
G9  	28.96  	82.5                 	
G10 	25.74  	81                   	
G11 	24.56  	80                   	
G12 	21.25  	79                   	
H1  	No Cq  	57.5                 	
H2  	No Cq  	80.5                 	
H3  	No Cq  	80.5                 	
H4  	No Cq  	77.5                 	
H5  	No Cq  	55                   	
H6  	No Cq  	55                   	
H7  	No Cq  	78                   	
H8  	No Cq  	78.5                 	
H9  	No Cq  	55                   	
H10 	No Cq  	82                   	
H11 	No Cq  	58                   	
H12 	No Cq  	57.5                 	
