Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	19.27  	82                   	
A2  	26.4   	80                   	
A3  	26.38  	79.5                 	
A4  	20.67  	77                   	
A5  	19.4   	81.5                 	
A6  	20.73  	81.5                 	
A7  	22.88  	77.5                 	
A8  	20.91  	78                   	
A9  	29.57  	82                   	
A10 	25.78  	80                   	
A11 	25.25  	79                   	
A12 	21.57  	78.5                 	
B1  	18.99  	82                   	
B2  	26.42  	80                   	
B3  	26.98  	79.5                 	
B4  	19.81  	77                   	
B5  	18.8   	81.5                 	
B6  	19.89  	81.5                 	
B7  	22.65  	77.5                 	
B8  	20.02  	78                   	
B9  	31.33  	82                   	
B10 	25.59  	80.5                 	
B11 	24.76  	79.5                 	
B12 	20.98  	78.5                 	
C1  	18.93  	82                   	
C2  	26.44  	80                   	
C3  	27.38  	80                   	
C4  	20.42  	77                   	
C5  	18.72  	81.5                 	
C6  	20.64  	81.5                 	
C7  	22.8   	77.5                 	
C8  	20.4   	78.5                 	
C9  	31.6   	82.5                 	
C10 	26.07  	80.5                 	
C11 	24.75  	79.5                 	
C12 	21.55  	78.5                 	
D1  	18.86  	82                   	
D2  	26.69  	80                   	
D3  	25.66  	80                   	
D4  	20.46  	77                   	
D5  	18.61  	81.5                 	
D6  	19.97  	81.5                 	
D7  	22.62  	78                   	
D8  	19.89  	78.5                 	
D9  	31.05  	82.5                 	
D10 	25.59  	80.5                 	
D11 	24.63  	79.5                 	
D12 	21.56  	78.5                 	
E1  	18.96  	82                   	
E2  	25.7   	80                   	
E3  	25.36  	80                   	
E4  	20.22  	77.5                 	
E5  	18.76  	81.5                 	
E6  	20.32  	81                   	
E7  	22.67  	77.5                 	
E8  	20.56  	78.5                 	
E9  	29.11  	82.5                 	
E10 	26.5   	81                   	
E11 	24.76  	79.5                 	
E12 	21.68  	78.5                 	
F1  	19.76  	82                   	
F2  	26.33  	80                   	
F3  	25.75  	80                   	
F4  	20.69  	77.5                 	
F5  	19.47  	81.5                 	
F6  	20.22  	81.5                 	
F7  	23.4   	77.5                 	
F8  	21.07  	78.5                 	
F9  	28.25  	82.5                 	
F10 	25.79  	80.5                 	
F11 	25.22  	79.5                 	
F12 	21.73  	78.5                 	
G1  	18.94  	82                   	
G2  	26.41  	80                   	
G3  	26.44  	79.5                 	
G4  	20.03  	77                   	
G5  	18.51  	81.5                 	
G6  	20.44  	81                   	
G7  	22.7   	77.5                 	
G8  	20.54  	78.5                 	
G9  	26.89  	82.5                 	
G10 	26.42  	80.5                 	
G11 	24.7   	79.5                 	
G12 	21.56  	78.5                 	
H1  	No Cq  	57                   	
H2  	No Cq  	80                   	
H3  	No Cq  	79                   	
H4  	38.67  	76.5                 	
H5  	No Cq  	57.5                 	
H6  	No Cq  	55                   	
H7  	No Cq  	78.5                 	
H8  	No Cq  	78.5                 	
H9  	No Cq  	55                   	
H10 	No Cq  	95                   	
H11 	No Cq  	57.5                 	
H12 	No Cq  	57                   	
