Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	18.74  	82                   	
A2  	25.77  	79.5                 	
A3  	24.74  	80                   	
A4  	19.76  	77                   	
A5  	18.51  	81.5                 	
A6  	19.57  	81.5                 	
A7  	22.56  	77.5                 	
A8  	19.86  	78.5                 	
A9  	28.56  	82.5                 	
A10 	25.58  	80.5                 	
A11 	24.18  	79.5                 	
A12 	21     	78.5                 	
B1  	18.98  	82                   	
B2  	26.41  	80                   	
B3  	24.72  	80                   	
B4  	20.45  	77                   	
B5  	18.78  	81.5                 	
B6  	20.59  	81.5                 	
B7  	22.8   	77.5                 	
B8  	20.52  	78                   	
B9  	28.13  	82.5                 	
B10 	26.29  	80.5                 	
B11 	25.08  	79.5                 	
B12 	21.66  	78.5                 	
C1  	18.88  	82                   	
C2  	26.39  	79.5                 	
C3  	25.69  	80                   	
C4  	20.19  	77                   	
C5  	18.69  	81.5                 	
C6  	19.81  	81                   	
C7  	22.51  	77.5                 	
C8  	19.94  	78.5                 	
C9  	26.91  	82.5                 	
C10 	26.69  	80.5                 	
C11 	24.82  	79.5                 	
C12 	20.99  	78.5                 	
D1  	18.93  	82                   	
D2  	25.95  	80                   	
D3  	24.55  	80                   	
D4  	20.4   	77                   	
D5  	18.73  	81.5                 	
D6  	20.44  	81.5                 	
D7  	22.78  	77.5                 	
D8  	20.51  	78.5                 	
D9  	27.56  	82.5                 	
D10 	26.71  	81                   	
D11 	25.04  	79.5                 	
D12 	21.66  	78.5                 	
E1  	18.87  	82                   	
E2  	25.7   	80                   	
E3  	27.23  	80                   	
E4  	20.31  	77                   	
E5  	18.67  	81.5                 	
E6  	19.68  	81.5                 	
E7  	22.5   	77.5                 	
E8  	20.44  	78.5                 	
E9  	30.72  	82.5                 	
E10 	26.35  	80.5                 	
E11 	24.83  	79.5                 	
E12 	21.63  	78.5                 	
F1  	18.7   	82                   	
F2  	26.4   	80                   	
F3  	23.84  	80                   	
F4  	19.59  	77                   	
F5  	18.43  	81.5                 	
F6  	19.86  	81.5                 	
F7  	22.32  	77.5                 	
F8  	19.89  	78.5                 	
F9  	26.63  	82.5                 	
F10 	25.47  	81                   	
F11 	24.64  	79.5                 	
F12 	20.77  	78.5                 	
G1  	18.67  	82                   	
G2  	27.07  	79.5                 	
G3  	24.59  	79.5                 	
G4  	19.88  	77                   	
G5  	18.36  	81.5                 	
G6  	20     	81                   	
G7  	22.34  	77.5                 	
G8  	19.89  	78                   	
G9  	27.49  	82.5                 	
G10 	25.35  	80.5                 	
G11 	24.36  	79.5                 	
G12 	21.1   	78.5                 	
H1  	No Cq  	57                   	
H2  	No Cq  	70                   	
H3  	No Cq  	62                   	
H4  	No Cq  	77.5                 	
H5  	No Cq  	57.5                 	
H6  	No Cq  	55                   	
H7  	No Cq  	78                   	
H8  	No Cq  	79.5                 	
H9  	No Cq  	58.5                 	
H10 	No Cq  	70                   	
H11 	No Cq  	58.5                 	
H12 	No Cq  	55                   	
