Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	18.7   	82                   	
A2  	25.53  	80                   	
A3  	24.58  	80                   	
A4  	19.83  	77                   	
A5  	18.56  	81.5                 	
A6  	20.37  	81                   	
A7  	22.65  	77.5                 	
A8  	20.31  	78.5                 	
A9  	32     	82                   	
A10 	26.15  	80.5                 	
A11 	24.61  	79.5                 	
A12 	21.25  	79                   	
B1  	18.93  	82                   	
B2  	24.67  	80                   	
B3  	24.51  	80                   	
B4  	19.48  	77.5                 	
B5  	18.67  	81.5                 	
B6  	19.54  	81.5                 	
B7  	22.59  	77.5                 	
B8  	20.39  	78.5                 	
B9  	27.16  	82.5                 	
B10 	25.41  	81                   	
B11 	24.83  	79.5                 	
B12 	20.66  	78.5                 	
C1  	18.69  	82.5                 	
C2  	24.53  	80                   	
C3  	20.56  	80                   	
C4  	18.78  	77.5                 	
C5  	18.46  	81.5                 	
C6  	19.57  	81.5                 	
C7  	22.44  	77.5                 	
C8  	19.85  	78                   	
C9  	24.86  	82.5                 	
C10 	22.87  	81                   	
C11 	24.49  	79.5                 	
C12 	20.6   	79                   	
D1  	19.24  	82                   	
D2  	26.26  	80                   	
D3  	24.02  	80                   	
D4  	19.71  	77                   	
D5  	18.96  	81.5                 	
D6  	19.74  	81                   	
D7  	22.87  	77.5                 	
D8  	20.74  	78                   	
D9  	27.59  	82.5                 	
D10 	25.62  	80.5                 	
D11 	25.02  	79.5                 	
D12 	20.9   	79                   	
E1  	19.53  	82                   	
E2  	24.75  	80                   	
E3  	19.92  	80                   	
E4  	18.8   	77.5                 	
E5  	18.73  	81.5                 	
E6  	19.82  	81                   	
E7  	22.73  	77.5                 	
E8  	20.6   	78.5                 	
E9  	26.66  	82.5                 	
E10 	23.65  	81                   	
E11 	24.83  	79.5                 	
E12 	20.63  	79                   	
F1  	19.19  	82                   	
F2  	26.46  	80                   	
F3  	27.42  	80                   	
F4  	20.66  	77.5                 	
F5  	18.82  	81.5                 	
F6  	20.51  	81.5                 	
F7  	22.63  	77.5                 	
F8  	20.68  	78.5                 	
F9  	28.57  	82.5                 	
F10 	25.96  	81                   	
F11 	25.04  	79.5                 	
F12 	21.6   	79                   	
G1  	18.79  	82                   	
G2  	25.8   	80                   	
G3  	25.74  	80                   	
G4  	20.02  	77                   	
G5  	18.6   	81.5                 	
G6  	20.16  	81.5                 	
G7  	22.72  	77.5                 	
G8  	20.65  	78                   	
G9  	35.67  	80                   	
G10 	25.12  	81                   	
G11 	24.52  	79.5                 	
G12 	20.86  	79                   	
H1  	No Cq  	55                   	
H2  	No Cq  	80.5                 	
H3  	No Cq  	95                   	
H4  	No Cq  	77                   	
H5  	No Cq  	57.5                 	
H6  	No Cq  	57.5                 	
H7  	No Cq  	77                   	
H8  	No Cq  	58                   	
H9  	No Cq  	55                   	
H10 	No Cq  	95                   	
H11 	No Cq  	58                   	
H12 	No Cq  	58                   	
