Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	30.43  	80                   	
A2  	29.9   	77.5                 	
A3  	31.08  	79.5                 	
B1  	29.77  	80                   	
B2  	24.59  	77.5                 	
B3  	26.77  	79.5                 	
C1  	25.77  	80                   	
C2  	22.74  	77.5                 	
C3  	25.03  	79.5                 	
D1  	19.76  	81                   	
D2  	22.89  	77.5                 	
D3  	25.37  	79.5                 	
E1  	26.42  	81                   	
E2  	23.32  	77.5                 	
E3  	25.07  	79.5                 	
F1  	31.54  	81                   	
F2  	26.53  	77.5                 	
F3  	29.35  	79.5                 	
G1  	No Cq  	80.5                 	
G2  	No Cq  	78                   	
G3  	No Cq  	57.5                 	
H1  	No Cq  	91                   	
H2  	No Cq  	77.5                 	
H3  	No Cq  	57.5                 	
