Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	19.16  	82                   	
A2  	26.73  	79.5                 	
A3  	23.37  	77.5                 	
A4  	25.05  	79.5                 	
A5  	18.79  	82                   	
A6  	23.71  	80                   	
A7  	22.35  	77.5                 	
A8  	24.27  	79.5                 	
A9  	27.31  	80                   	
A10 	23.87  	77.5                 	
A11 	26.51  	79.5                 	
B1  	18.94  	82                   	
B2  	26.21  	80                   	
B3  	22.9   	77.5                 	
B4  	24.84  	79.5                 	
B5  	18.68  	82                   	
B6  	25.42  	80                   	
B7  	22.39  	77.5                 	
B8  	24.51  	79.5                 	
B9  	27.36  	80                   	
B10 	22.72  	77.5                 	
B11 	24.84  	79.5                 	
C1  	18.74  	82                   	
C2  	25.54  	80                   	
C3  	22.63  	77.5                 	
C4  	24.47  	79.5                 	
C5  	18.65  	82.5                 	
C6  	25.72  	80                   	
C7  	22.54  	77.5                 	
C8  	24.42  	79.5                 	
C9  	27.05  	80                   	
C10 	22.71  	77.5                 	
C11 	24.75  	79.5                 	
D1  	19.65  	82                   	
D2  	24.39  	80                   	
D3  	23.21  	77.5                 	
D4  	24.73  	79.5                 	
D5  	19.76  	82                   	
D6  	25.61  	80                   	
D7  	23.4   	77.5                 	
D8  	25.48  	79.5                 	
D9  	27.15  	80                   	
D10 	23.33  	77.5                 	
D11 	25.56  	79.5                 	
E1  	18.97  	82                   	
E2  	25.17  	80                   	
E3  	22.6   	77.5                 	
E4  	24.71  	79.5                 	
E5  	19.73  	82.5                 	
E6  	23.92  	80                   	
E7  	23.28  	78                   	
E8  	24.92  	79.5                 	
E9  	27.55  	80                   	
E10 	22.72  	77.5                 	
E11 	24.96  	79.5                 	
F1  	18.84  	82                   	
F2  	24.81  	80                   	
F3  	22.49  	77.5                 	
F4  	24.13  	79.5                 	
F5  	18.74  	82                   	
F6  	24.47  	80                   	
F7  	22.4   	77.5                 	
F8  	24.49  	79.5                 	
F9  	31.18  	80                   	
F10 	23.73  	77.5                 	
F11 	25.76  	79.5                 	
G1  	18.66  	82                   	
G2  	26.4   	80                   	
G3  	22.59  	77.5                 	
G4  	24.05  	79.5                 	
G5  	18.76  	82                   	
G6  	26.25  	79.5                 	
G7  	22.63  	77.5                 	
G8  	24.67  	79.5                 	
G9  	25.93  	79.5                 	
G10 	22.56  	77.5                 	
G11 	24.79  	79.5                 	
H1  	No Cq  	57                   	
H2  	No Cq  	79.5                 	
H3  	No Cq  	58                   	
H4  	No Cq  	57                   	
H5  	No Cq  	55                   	
H6  	No Cq  	65.5                 	
H7  	No Cq  	77                   	
H8  	No Cq  	58                   	
