Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	19.43  	82                   	
A2  	25.24  	80                   	
A3  	24.02  	80                   	
A4  	19.41  	77                   	
A5  	18.67  	81.5                 	
A6  	19.63  	81.5                 	
A7  	22.63  	77.5                 	
A8  	20.32  	78                   	
A9  	26.67  	82                   	
A10 	25.23  	81                   	
A11 	24.58  	79.5                 	
A12 	20.93  	78.5                 	
B1  	19.7   	82                   	
B2  	27     	80                   	
B3  	24.84  	80                   	
B4  	20.5   	77                   	
B5  	18.96  	81.5                 	
B6  	20.83  	81                   	
B7  	22.84  	77.5                 	
B8  	20.63  	78.5                 	
B9  	28.19  	82.5                 	
B10 	25.3   	80.5                 	
B11 	25     	79.5                 	
B12 	21.54  	78.5                 	
C1  	18.98  	82                   	
C2  	27.49  	80                   	
C3  	26.43  	80                   	
C4  	20.42  	77                   	
C5  	18.82  	81.5                 	
C6  	20.56  	81                   	
C7  	22.7   	78                   	
C8  	20.54  	78.5                 	
C9  	30.39  	82.5                 	
C10 	25.46  	81                   	
C11 	24.83  	79.5                 	
C12 	21.63  	78.5                 	
D1  	19.08  	82                   	
D2  	26.76  	80                   	
D3  	26.62  	80                   	
D4  	20.5   	77                   	
D5  	18.76  	81.5                 	
D6  	20.49  	81.5                 	
D7  	23.08  	78                   	
D8  	20.54  	78.5                 	
D9  	31.21  	82.5                 	
D10 	26.72  	81                   	
D11 	24.99  	79.5                 	
D12 	21.7   	79                   	
E1  	19.54  	82                   	
E2  	27.13  	80                   	
E3  	25.56  	80                   	
E4  	20.5   	77                   	
E5  	18.76  	81.5                 	
E6  	20.64  	81                   	
E7  	23.26  	77.5                 	
E8  	20.74  	78.5                 	
E9  	30.21  	82.5                 	
E10 	25.51  	81                   	
E11 	24.92  	79.5                 	
E12 	21.76  	78.5                 	
F1  	18.94  	82                   	
F2  	26.8   	80                   	
F3  	26.6   	80                   	
F4  	20.5   	77                   	
F5  	18.81  	81.5                 	
F6  	20.45  	81.5                 	
F7  	22.69  	77.5                 	
F8  	20.73  	78.5                 	
F9  	29.51  	82.5                 	
F10 	26.51  	81                   	
F11 	24.77  	79.5                 	
F12 	21.6   	78.5                 	
G1  	19.76  	82                   	
G2  	27.68  	80                   	
G3  	27.42  	80                   	
G4  	21.55  	77                   	
G5  	19.53  	81.5                 	
G6  	21.56  	81                   	
G7  	23.72  	77.5                 	
G8  	21.57  	78.5                 	
G9  	30.64  	82.5                 	
G10 	27.15  	81                   	
G11 	25.49  	79.5                 	
G12 	22.85  	78.5                 	
H1  	No Cq  	57                   	
H2  	No Cq  	62.5                 	
H3  	No Cq  	62.5                 	
H4  	No Cq  	76.5                 	
H5  	No Cq  	55                   	
H6  	No Cq  	57                   	
H7  	No Cq  	78                   	
H8  	No Cq  	77.5                 	
H9  	No Cq  	55                   	
H10 	No Cq  	81                   	
H11 	No Cq  	57.5                 	
H12 	No Cq  	55                   	
