Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	21.37  	79                   	
A2  	24.67  	80                   	
A3  	25.94  	81                   	
A4  	30.22  	82.5                 	
A5  	20.38  	78.5                 	
A6  	22.55  	77.5                 	
A7  	19.8   	81                   	
A8  	18.62  	81.5                 	
A9  	20.43  	77                   	
A10 	27.98  	80                   	
A11 	26.57  	80                   	
A12 	18.83  	82                   	
B1  	21.59  	79                   	
B2  	24.92  	79.5                 	
B3  	26.38  	81                   	
B4  	30.27  	82.5                 	
B5  	20.63  	78.5                 	
B6  	23.09  	77.5                 	
B7  	20.8   	81.5                 	
B8  	18.69  	81.5                 	
B9  	20.59  	77.5                 	
B10 	26.49  	80                   	
B11 	26.64  	80                   	
B12 	19.03  	82.5                 	
C1  	21.39  	79                   	
C2  	24.74  	79.5                 	
C3  	25.83  	81                   	
C4  	29.28  	82.5                 	
C5  	20.61  	78.5                 	
C6  	22.66  	77.5                 	
C7  	20.46  	81                   	
C8  	18.64  	81.5                 	
C9  	20.4   	77.5                 	
C10 	25.29  	80                   	
C11 	27.37  	80                   	
C12 	18.89  	82.5                 	
D1  	21.56  	79                   	
D2  	24.71  	79.5                 	
D3  	25.87  	81                   	
D4  	29.27  	82.5                 	
D5  	20.66  	78.5                 	
D6  	22.7   	78                   	
D7  	20.63  	81                   	
D8  	18.71  	81.5                 	
D9  	20.5   	77.5                 	
D10 	25.55  	80                   	
D11 	26.5   	80                   	
D12 	18.98  	82.5                 	
E1  	21.78  	79                   	
E2  	25.56  	80                   	
E3  	27.11  	81                   	
E4  	28.75  	82.5                 	
E5  	20.99  	78.5                 	
E6  	23.45  	78                   	
E7  	20.73  	81                   	
E8  	19.53  	81.5                 	
E9  	20.65  	77.5                 	
E10 	25.9   	80                   	
E11 	26.56  	80                   	
E12 	19.92  	82.5                 	
F1  	21.89  	79                   	
F2  	25.88  	80                   	
F3  	27.32  	81                   	
F4  	30.84  	82.5                 	
F5  	21.62  	78.5                 	
F6  	23.88  	78                   	
F7  	20.75  	81                   	
F8  	19.92  	81.5                 	
F9  	20.67  	77.5                 	
F10 	26.6   	80                   	
F11 	26.57  	80                   	
F12 	20.65  	82                   	
G1  	20.88  	79                   	
G2  	24.16  	79.5                 	
G3  	24.68  	81                   	
G4  	26.93  	82.5                 	
G5  	19.93  	78.5                 	
G6  	22.46  	78                   	
G7  	19.71  	81                   	
G8  	18.56  	81.5                 	
G9  	19.4   	77.5                 	
G10 	22.71  	80                   	
G11 	25.59  	80                   	
G12 	18.88  	82.5                 	
H1  	No Cq  	57                   	
H2  	No Cq  	57.5                 	
H3  	No Cq  	79                   	
H4  	No Cq  	55                   	
H5  	No Cq  	77.5                 	
H6  	No Cq  	77.5                 	
H7  	No Cq  	55                   	
H8  	No Cq  	57.5                 	
H9  	No Cq  	77.5                 	
H10 	No Cq  	79.5                 	
H11 	No Cq  	79.5                 	
H12 	No Cq  	57.5                 	
