Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	18.78  	82.5                 	
A2  	26.29  	80                   	
A3  	27.52  	80                   	
A4  	20.46  	77                   	
A5  	18.66  	81.5                 	
A6  	20.23  	81                   	
A7  	22.68  	77.5                 	
A8  	20.52  	78                   	
A9  	29.61  	82.5                 	
A10 	26.01  	80.5                 	
A11 	24.89  	79.5                 	
A12 	21.43  	79                   	
B1  	18.95  	82.5                 	
B2  	26.48  	80                   	
B3  	26.31  	80                   	
B4  	20.58  	77.5                 	
B5  	18.79  	81.5                 	
B6  	20.77  	81.5                 	
B7  	22.91  	77.5                 	
B8  	20.6   	78                   	
B9  	37.66  	82.5                 	
B10 	26.22  	81                   	
B11 	24.95  	79.5                 	
B12 	21.64  	79                   	
C1  	18.95  	82                   	
C2  	27.22  	80                   	
C3  	24.78  	80                   	
C4  	20.46  	77.5                 	
C5  	18.69  	81.5                 	
C6  	20.31  	81                   	
C7  	22.69  	77.5                 	
C8  	20.66  	78                   	
C9  	28.54  	82.5                 	
C10 	26.45  	81                   	
C11 	24.83  	80                   	
C12 	21.41  	79                   	
D1  	19.05  	82                   	
D2  	26.36  	80                   	
D3  	25.53  	80                   	
D4  	20.39  	77.5                 	
D5  	18.78  	81.5                 	
D6  	20.69  	81                   	
D7  	22.81  	77.5                 	
D8  	20.68  	78                   	
D9  	30.46  	82.5                 	
D10 	26.19  	81                   	
D11 	25.05  	79.5                 	
D12 	21.68  	79                   	
E1  	19.87  	82.5                 	
E2  	26.45  	80                   	
E3  	25.74  	80                   	
E4  	20.76  	77.5                 	
E5  	19.57  	81.5                 	
E6  	20.74  	81                   	
E7  	23.55  	77.5                 	
E8  	21.05  	78                   	
E9  	29.89  	82.5                 	
E10 	26.81  	81                   	
E11 	25.44  	79.5                 	
E12 	21.9   	79                   	
F1  	20.74  	82.5                 	
F2  	26.55  	80                   	
F3  	26.35  	80                   	
F4  	20.6   	77.5                 	
F5  	19.86  	81.5                 	
F6  	20.68  	81                   	
F7  	23.95  	78                   	
F8  	21.69  	78.5                 	
F9  	30.53  	82.5                 	
F10 	27.54  	81                   	
F11 	25.96  	80                   	
F12 	21.96  	79                   	
G1  	18.93  	82                   	
G2  	25.71  	79.5                 	
G3  	22.74  	80                   	
G4  	19.44  	77                   	
G5  	18.68  	81.5                 	
G6  	19.73  	81                   	
G7  	22.65  	77.5                 	
G8  	20.05  	78                   	
G9  	27.1   	82                   	
G10 	24.76  	81                   	
G11 	24.45  	79.5                 	
G12 	20.96  	79                   	
H1  	No Cq  	57.5                 	
H2  	No Cq  	79                   	
H3  	No Cq  	79                   	
H4  	No Cq  	77                   	
H5  	No Cq  	57.5                 	
H6  	No Cq  	57.5                 	
H7  	No Cq  	77.5                 	
H8  	No Cq  	78                   	
H9  	No Cq  	58.5                 	
H10 	No Cq  	81.5                 	
H11 	No Cq  	57.5                 	
H12 	No Cq  	58                   	
