Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	18.89  	82                   	
A2  	25.17  	80                   	
A3  	23.8   	80                   	
A4  	19.49  	77                   	
A5  	18.71  	81.5                 	
A6  	19.48  	81.5                 	
A7  	22.57  	77.5                 	
A8  	20.52  	78                   	
A9  	26.72  	82.5                 	
A10 	25.25  	81                   	
A11 	24.53  	79.5                 	
A12 	20.85  	78.5                 	
B1  	19.61  	82                   	
B2  	27.05  	80                   	
B3  	24.92  	80                   	
B4  	20.43  	77                   	
B5  	18.88  	81.5                 	
B6  	20.68  	81                   	
B7  	22.81  	77.5                 	
B8  	20.69  	78                   	
B9  	28.57  	82.5                 	
B10 	25.55  	80.5                 	
B11 	25.08  	79.5                 	
B12 	21.57  	78.5                 	
C1  	18.95  	82                   	
C2  	27.25  	80                   	
C3  	26.15  	80                   	
C4  	20.32  	77.5                 	
C5  	18.73  	81.5                 	
C6  	20.48  	81                   	
C7  	22.71  	77.5                 	
C8  	20.66  	78.5                 	
C9  	29.54  	82.5                 	
C10 	25.72  	81                   	
C11 	24.88  	79.5                 	
C12 	21.52  	78.5                 	
D1  	18.91  	82                   	
D2  	27.31  	80                   	
D3  	26.49  	80                   	
D4  	20.56  	77.5                 	
D5  	18.7   	81.5                 	
D6  	20.08  	81.5                 	
D7  	22.72  	78                   	
D8  	20.5   	78.5                 	
D9  	29.81  	82.5                 	
D10 	26.64  	81                   	
D11 	24.91  	79.5                 	
D12 	21.6   	78.5                 	
E1  	18.96  	82                   	
E2  	27.44  	80                   	
E3  	25.51  	80                   	
E4  	20.53  	77.5                 	
E5  	18.77  	81.5                 	
E6  	20.52  	81                   	
E7  	22.9   	77.5                 	
E8  	20.69  	78.5                 	
E9  	30.1   	82.5                 	
E10 	25.59  	81                   	
E11 	24.74  	79.5                 	
E12 	21.85  	79                   	
F1  	18.87  	82                   	
F2  	27.23  	80                   	
F3  	26.56  	80                   	
F4  	20.46  	77                   	
F5  	18.57  	81.5                 	
F6  	20.44  	81.5                 	
F7  	22.54  	77.5                 	
F8  	20.7   	78.5                 	
F9  	30.61  	82.5                 	
F10 	26.42  	81                   	
F11 	24.77  	79.5                 	
F12 	21.67  	78.5                 	
G1  	19.79  	82                   	
G2  	27.32  	80                   	
G3  	27.56  	80                   	
G4  	21.53  	77                   	
G5  	19.43  	81.5                 	
G6  	21.5   	81                   	
G7  	23.65  	77.5                 	
G8  	21.51  	78.5                 	
G9  	30.92  	82.5                 	
G10 	27     	80.5                 	
G11 	25.78  	79.5                 	
G12 	22.78  	78.5                 	
H1  	No Cq  	55                   	
H2  	No Cq  	61                   	
H3  	No Cq  	61.5                 	
H4  	No Cq  	77                   	
H5  	No Cq  	55                   	
H6  	No Cq  	57.5                 	
H7  	No Cq  	78                   	
H8  	No Cq  	77                   	
H9  	No Cq  	61                   	
H10 	No Cq  	95                   	
H11 	No Cq  	57                   	
H12 	No Cq  	55                   	
