N_unmapped	646830	646830	646830
N_multimapping	451258	451258	451258
N_noFeature	3011547	8221665	3233964
N_ambiguous	450312	4699	25988
GMOY005425	5	0	5
GMOY005426	1941	31	1910
GMOY005427	1	0	1
GMOY005428	230	6	224
GMOY005430	312	9	303
GMOY013236	171	86	85
GMOY012806	1	0	1
GMOY013263	250	11	239
GMOY005432	2514	75	2439
GMOY006719	7162	259	6903
GMOY006720	141	5	136
GMOY006721	1	1	0
GMOY006722	84	2	82
GMOY006723	106	3	103
GMOY005509	224	7	217
GMOY005510	0	0	0
GMOY004568	0	0	0
GMOY004569	0	0	0
GMOY002403	1070	79	991
GMOY002404	4	0	4
GMOY002405	341	12	329
GMOY006302	243	7	236
GMOY012847	0	0	0
GMOY006303	344	19	325
GMOY012701	0	0	0
GMOY007077	0	0	1
GMOY007078	2607	41	2567
GMOY007079	30	11	19
GMOY007080	51	0	51
GMOY007081	537	11	526
GMOY007082	42	0	42
GMOY007083	196	22	215
GMOY007084	9	26	24
GMOY007085	6842	115	6727
GMOY008638	654	17	637
GMOY008639	1185	26	1159
GMOY012739	0	0	0
GMOY008977	95	1	94
GMOY007065	40	4	78
GMOY007066	5	45	2
GMOY003957	210	2	208
GMOY003958	824	339	485
GMOY003921	0	0	0
GMOY003922	0	0	0
GMOY003923	0	0	0
GMOY003924	0	0	0
GMOY003925	0	0	0
GMOY003926	0	0	0
GMOY008466	347	12	335
GMOY008112	994	21	973
GMOY008113	439	7	432
GMOY007064	7	0	7
GMOY001070	370	8	362
GMOY001071	385	9	378
GMOY001072	35	5	32
GMOY001073	873	17	856
GMOY001074	255	9	246
GMOY001075	170	9	163
GMOY001076	182	15	169
GMOY001077	128	12	116
GMOY001078	78	19	63
GMOY001079	804	30	806
GMOY001080	0	25	3
GMOY001081	190	3	187
GMOY001082	51	0	51
GMOY001083	218	9	209
GMOY009909	137	5	132
GMOY009254	124	6	118
GMOY009255	59	1	58
GMOY009256	623	17	653
GMOY009257	1044	72	1073
GMOY012191	0	26	0
GMOY012192	0	26	0
GMOY009258	209	9	200
GMOY009259	212	1	211
GMOY009260	0	0	0
GMOY009440	9	0	9
GMOY009441	0	0	0
GMOY009442	1224	32	1192
GMOY009443	1932	52	1880
GMOY009444	0	0	0
GMOY009445	3	0	3
GMOY009446	412	10	402
GMOY009447	24	0	24
GMOY009448	423	2	421
GMOY009449	1	149	4
GMOY009450	67	4	215
GMOY009451	1262	48	1214
GMOY009452	321	5	316
GMOY009453	0	0	0
GMOY009454	724	14	710
GMOY009455	141	2	139
GMOY009456	16	0	16
GMOY009457	640	15	625
GMOY012754	1	1	0
GMOY012866	0	0	0
GMOY009458	1	1	0
GMOY009459	0	0	0
GMOY009460	215	41	174
GMOY009461	401	11	390
GMOY009462	177	3	174
GMOY009463	394	384	10
GMOY009464	73	1	72
GMOY009465	147	4	143
GMOY009466	2	1	1
GMOY009467	67	179	45
GMOY009468	0	3	154
GMOY009469	73	1	72
GMOY009470	1015	39	976
GMOY009471	30	4	26
GMOY009472	59	3	56
GMOY009473	87	3	84
GMOY009474	110	5	105
GMOY013231	4	0	4
GMOY012193	0	0	0
GMOY009475	11	0	11
GMOY009476	454	26	428
GMOY009477	23	3	20
GMOY009478	1	0	1
GMOY009479	0	0	0
GMOY009480	0	0	0
GMOY009481	0	0	0
GMOY009482	0	0	0
GMOY009483	371	14	357
GMOY009484	420	67	416
GMOY009485	0	3	60
GMOY009486	103	3	100
GMOY009487	208	8	200
GMOY009488	33	1	32
GMOY009489	389	8	381
GMOY009490	321	10	311
GMOY009491	2441	60	2381
GMOY009492	349	6	343
GMOY009493	452	13	439
GMOY009494	25	4	21
GMOY009495	57	32	25
GMOY009496	18	0	26
GMOY012194	3	10	1
GMOY009497	143	8	135
GMOY009498	108	2	109
GMOY009499	89	4	88
GMOY009500	201	68	210
GMOY012991	88	22	143
GMOY009501	137	5	132
GMOY009502	1231	34	1197
GMOY009503	136	7	134
GMOY009504	239	9	235
GMOY009505	1378	29	1349
GMOY009506	24	2	22
GMOY009507	115	7	109
GMOY009508	0	1	0
GMOY009509	854	15	839
GMOY009510	372	4	368
GMOY009511	178	6	172
GMOY009512	1	0	1
GMOY009513	2	1	1
GMOY009514	2	2	0
GMOY009515	63	68	67
GMOY009516	0	5	67
GMOY012992	122	6	116
GMOY009517	291	5	286
GMOY009518	128	7	121
GMOY009519	301	6	295
GMOY009520	193	4	189
GMOY009521	186	3	183
GMOY009522	1198	27	1171
GMOY009523	80	8	72
GMOY009524	0	0	0
GMOY009525	35	1	34
GMOY009526	0	0	0
GMOY009527	271	8	263
GMOY009528	152	158	146
GMOY009529	0	7	145
GMOY009531	169	11	158
GMOY009532	15	5	10
GMOY009530	236	9	227
GMOY009533	40	1	39
GMOY009534	597	28	569
GMOY009535	407	9	398
GMOY009536	605	27	578
GMOY009537	151	1	150
GMOY009538	1	0	1
GMOY009539	1632	78	1555
GMOY009540	502	7	495
GMOY009541	460	14	447
GMOY009542	0	0	0
GMOY009543	97	5	92
GMOY009544	55	2	53
GMOY009545	0	0	0
GMOY009546	313	8	305
GMOY009547	0	0	0
GMOY009548	0	0	0
GMOY009549	350	10	340
GMOY009550	6	0	6
GMOY009551	0	0	0
GMOY009552	1	0	1
GMOY009553	12	2	10
GMOY009554	149	139	10
GMOY009555	338	103	235
GMOY009556	309	4	305
GMOY009557	17	1	16
GMOY009558	180	11	169
GMOY009559	0	0	0
GMOY009560	0	0	0
GMOY009561	0	0	0
GMOY009562	1	0	1
GMOY009563	3	0	3
GMOY009564	5	0	5
GMOY009565	4	0	4
GMOY009566	107	3	104
GMOY009567	610	19	591
GMOY009568	464	18	446
GMOY009570	982	29	958
GMOY009569	423	30	398
GMOY009571	39	0	39
GMOY009572	23	2	21
GMOY009573	3	1	2
GMOY009574	1333	53	1280
GMOY009575	1821	52	1769
GMOY009576	85	0	85
GMOY009577	5	0	5
GMOY009579	78	15	64
GMOY009578	36	3	34
GMOY009580	673	23	650
GMOY009581	209	2	208
GMOY009582	93	3	91
GMOY009583	1322	50	1272
GMOY009584	853	14	839
GMOY009585	409	7	402
GMOY009586	0	0	0
GMOY009587	6	0	6
GMOY009588	0	0	0
GMOY009589	0	0	0
GMOY009590	107	3	104
GMOY009591	1546	190	1461
GMOY009592	0	2	103
GMOY009593	367	3	364
GMOY009594	1	0	1
GMOY009595	990	23	967
GMOY009596	364	20	344
GMOY009597	1089	24	1065
GMOY009598	387	12	375
GMOY009599	627	16	611
GMOY009600	7	2	5
GMOY009601	358	1229	287
GMOY009602	716	48	1826
GMOY009603	850	21	829
GMOY009604	9	3	6
GMOY009605	0	0	0
GMOY009606	480	6	474
GMOY009607	596	16	580
GMOY009608	303	14	289
GMOY009609	305	7	298
GMOY009610	16	15	1
GMOY009611	104	3	101
GMOY009612	55	2	53
GMOY009613	9	0	9
GMOY009614	173	10	163
GMOY009615	1056	32	1024
GMOY009616	41	35	75
GMOY009617	11	39	44
GMOY009618	252	8	244
GMOY009619	1	1	0
GMOY009620	0	0	0
GMOY009621	0	0	0
GMOY009622	0	0	0
GMOY009623	0	0	0
GMOY009624	0	0	0
GMOY009625	1	0	1
GMOY009626	334	14	403
GMOY009627	497	179	507
GMOY009628	1463	130	1342
GMOY009629	2	0	2
GMOY009630	14	49	15
GMOY009631	99	5	94
GMOY009632	24	19	5
GMOY009633	628	33	598
GMOY009634	327	189	143
GMOY009635	76	72	6
GMOY009636	21	17	4
GMOY009637	529	110	517
GMOY009638	0	0	98
GMOY009639	2	230	530
GMOY009640	0	528	230
GMOY009641	143	3	140
GMOY009642	0	61	110
GMOY009643	0	110	61
GMOY009644	111	1	110
GMOY009645	548	8	540
GMOY009646	107	5	102
GMOY009647	1649	29	1620
GMOY009648	338	14	324
GMOY009649	256	3	253
GMOY009650	1	0	1
GMOY009651	739	24	715
GMOY009652	5	5	0
GMOY013227	0	0	0
GMOY009653	177	4	173
GMOY009654	0	0	0
GMOY009655	6	0	6
GMOY009656	5	4	1
GMOY009657	190	50	140
GMOY013224	0	0	0
GMOY009659	961	21	940
GMOY009660	307	10	297
GMOY009658	234	24	213
GMOY009661	19	0	22
GMOY009662	528	12	516
GMOY009663	319	6	313
GMOY009664	5	0	5
GMOY009665	73	2	71
GMOY009666	287	156	1453
GMOY009667	0	1	74
GMOY009668	234	1201	280
GMOY009669	1179	25	1154
GMOY009670	58	0	58
GMOY009671	0	0	0
GMOY009672	376	6	370
GMOY009673	0	0	0
GMOY009674	202	7	195
GMOY009675	381	3	378
GMOY012993	0	0	0
GMOY009676	409	5	404
GMOY009677	103	0	103
GMOY009678	177	1	176
GMOY009679	216	11	205
GMOY009680	461	16	445
GMOY009681	54	2	52
GMOY009682	188	7	181
GMOY009683	540	10	535
GMOY009684	70	18	57
GMOY009685	469	10	459
GMOY009686	442	9	433
GMOY009687	231	8	224
GMOY009688	41	21	21
GMOY009689	154	82	73
GMOY009690	219	3	217
GMOY009692	231	14	217
GMOY009691	94	2	92
GMOY009693	177	1	176
GMOY009694	51	2	49
GMOY009695	72	3	69
GMOY009696	2	17	98
GMOY009697	25	121	17
GMOY009698	2469	58	2411
GMOY009699	197	4	193
GMOY009700	229	2	227
GMOY009701	431	18	413
GMOY012171	68	0	68
GMOY009702	118	7	111
GMOY009703	423	318	424
GMOY009704	118	14	423
GMOY009705	99	3	96
GMOY009706	0	0	0
GMOY009707	395	15	380
GMOY009708	140	8	132
GMOY009709	271	11	260
GMOY009710	211	3	208
GMOY009711	1	0	1
GMOY009712	609	18	591
GMOY009713	990	26	964
GMOY009714	5032	127	4905
GMOY008544	1	0	1
GMOY008545	0	0	0
GMOY013203	0	0	0
GMOY013200	0	0	0
GMOY008546	430	13	417
GMOY008547	11	6	5
GMOY008548	72	4	136
GMOY008549	11	76	3
GMOY008550	0	5	6
GMOY008551	42	46	306
GMOY008552	830	361	808
GMOY008553	567	26	581
GMOY012571	0	0	0
GMOY008554	683	13	670
GMOY012794	0	0	0
GMOY008555	365	10	355
GMOY008556	23	22	1
GMOY008557	2	0	2
GMOY008558	0	0	0
GMOY008559	0	0	0
GMOY008560	0	0	0
GMOY008561	312	10	302
GMOY012107	46	2	44
GMOY008562	15	1	14
GMOY008563	289	227	253
GMOY008564	0	6	185
GMOY008565	1032	56	976
GMOY008566	233	18	215
GMOY008567	88	2	86
GMOY008568	1049	35	1014
GMOY007368	278	6	272
GMOY004225	0	0	0
GMOY004226	3	3	1
GMOY004227	226	6	222
GMOY004228	68827	1595	67233
GMOY004229	286	7	279
GMOY004230	0	0	0
GMOY004231	211	13	198
GMOY004232	353	10	343
GMOY004233	315	10	305
GMOY006577	9	9	0
GMOY008479	5	2	3
