N_unmapped	781206	781206	781206
N_multimapping	446957	446957	446957
N_noFeature	3629724	9945991	3835533
N_ambiguous	531232	5827	29583
GMOY005425	7	0	7
GMOY005426	2238	26	2212
GMOY005427	4	0	4
GMOY005428	268	5	263
GMOY005430	306	2	304
GMOY013236	158	75	83
GMOY012806	0	0	0
GMOY013263	235	7	228
GMOY005432	3941	91	3850
GMOY006719	9292	281	9011
GMOY006720	168	2	166
GMOY006721	0	0	0
GMOY006722	61	1	60
GMOY006723	95	2	93
GMOY005509	288	2	286
GMOY005510	2	2	0
GMOY004568	0	0	0
GMOY004569	0	0	0
GMOY002403	1172	93	1079
GMOY002404	1	0	1
GMOY002405	529	11	518
GMOY006302	194	1	193
GMOY012847	0	0	0
GMOY006303	403	29	374
GMOY012701	0	0	0
GMOY007077	3	82	4
GMOY007078	5813	51	5845
GMOY007079	89	14	75
GMOY007080	53	0	53
GMOY007081	688	14	674
GMOY007082	37	1	36
GMOY007083	247	20	313
GMOY007084	17	71	32
GMOY007085	7053	83	6970
GMOY008638	721	18	703
GMOY008639	1387	30	1357
GMOY012739	0	0	0
GMOY008977	109	0	109
GMOY007065	108	3	146
GMOY007066	3	42	2
GMOY003957	372	8	364
GMOY003958	1012	410	602
GMOY003921	0	0	0
GMOY003922	0	0	0
GMOY003923	0	0	0
GMOY003924	0	0	0
GMOY003925	0	0	0
GMOY003926	0	0	0
GMOY008466	428	9	419
GMOY008112	1266	17	1249
GMOY008113	498	11	487
GMOY007064	23	0	23
GMOY001070	578	7	571
GMOY001071	430	10	420
GMOY001072	47	3	44
GMOY001073	892	11	881
GMOY001074	281	2	279
GMOY001075	170	3	172
GMOY001076	220	13	212
GMOY001077	196	14	185
GMOY001078	83	24	70
GMOY001079	872	32	869
GMOY001080	0	15	6
GMOY001081	171	2	169
GMOY001082	98	3	95
GMOY001083	301	9	292
GMOY009909	296	5	291
GMOY009254	174	1	173
GMOY009255	95	2	94
GMOY009256	645	8	696
GMOY009257	1043	69	1097
GMOY012191	0	14	0
GMOY012192	0	49	1
GMOY009258	293	10	283
GMOY009259	293	4	289
GMOY009260	1	1	0
GMOY009440	11	0	11
GMOY009441	0	0	0
GMOY009442	1675	46	1629
GMOY009443	2713	57	2656
GMOY009444	0	0	0
GMOY009445	3	1	2
GMOY009446	515	11	504
GMOY009447	32	2	30
GMOY009448	584	6	578
GMOY009449	1	206	8
GMOY009450	94	9	298
GMOY009451	2016	38	1978
GMOY009452	306	4	302
GMOY009453	2	0	2
GMOY009454	728	11	718
GMOY009455	128	2	126
GMOY009456	23	0	23
GMOY009457	800	6	794
GMOY012754	0	0	0
GMOY012866	0	0	0
GMOY009458	0	0	0
GMOY009459	6	0	6
GMOY009460	223	45	178
GMOY009461	572	10	562
GMOY009462	219	3	216
GMOY009463	417	400	17
GMOY009464	76	1	75
GMOY009465	164	8	156
GMOY009466	6	0	6
GMOY009467	66	219	44
GMOY009468	0	1	196
GMOY009469	87	3	84
GMOY009470	912	14	899
GMOY009471	24	3	21
