N_unmapped	776002	776002	776002
N_multimapping	478287	478287	478287
N_noFeature	3612260	10030136	3866509
N_ambiguous	517482	5560	28565
GMOY005425	0	0	0
GMOY005426	1863	28	1835
GMOY005427	1	0	1
GMOY005428	21	2	19
GMOY005430	333	13	320
GMOY013236	166	92	74
GMOY012806	0	0	0
GMOY013263	250	5	245
GMOY005432	5938	186	5752
GMOY006719	7431	214	7217
GMOY006720	199	1	198
GMOY006721	0	0	0
GMOY006722	119	3	116
GMOY006723	136	2	134
GMOY005509	319	3	316
GMOY005510	3	3	0
GMOY004568	1	0	1
GMOY004569	0	0	0
GMOY002403	896	114	782
GMOY002404	4	0	4
GMOY002405	522	18	504
GMOY006302	138	3	135
GMOY012847	0	0	0
GMOY006303	463	17	446
GMOY012701	0	0	0
GMOY007077	1	9	3
GMOY007078	2514	34	2491
GMOY007079	71	14	57
GMOY007080	41	0	41
GMOY007081	702	9	693
GMOY007082	33	4	29
GMOY007083	239	23	278
GMOY007084	10	49	23
GMOY007085	5127	78	5049
GMOY008638	832	24	808
GMOY008639	953	19	934
GMOY012739	0	0	0
GMOY008977	138	1	137
GMOY007065	78	3	122
GMOY007066	0	44	3
GMOY003957	131	1	130
GMOY003958	861	413	448
GMOY003921	0	0	0
GMOY003922	0	0	0
GMOY003923	0	0	0
GMOY003924	0	0	0
GMOY003925	0	0	0
GMOY003926	0	0	0
GMOY008466	464	13	451
GMOY008112	1426	31	1395
GMOY008113	627	11	616
GMOY007064	226	4	222
GMOY001070	514	17	497
GMOY001071	456	5	452
GMOY001072	57	3	55
GMOY001073	552	14	538
GMOY001074	276	5	271
GMOY001075	173	7	171
GMOY001076	200	26	179
GMOY001077	217	10	207
GMOY001078	103	18	94
GMOY001079	1070	31	1066
GMOY001080	0	17	1
GMOY001081	233	5	228
GMOY001082	25	0	25
GMOY001083	233	4	229
GMOY009909	147	4	143
GMOY009254	226	3	223
GMOY009255	105	0	105
GMOY009256	702	25	757
GMOY009257	1298	104	1360
GMOY012191	0	28	0
GMOY012192	0	53	0
GMOY009258	270	13	257
GMOY009259	197	6	191
GMOY009260	0	0	0
GMOY009440	20	1	19
GMOY009441	0	0	0
GMOY009442	1377	38	1339
GMOY009443	3250	87	3163
GMOY009444	1	0	1
GMOY009445	4	1	3
GMOY009446	488	11	477
GMOY009447	20	0	20
GMOY009448	566	8	558
GMOY009449	1	186	4
GMOY009450	121	10	300
GMOY009451	1469	35	1434
GMOY009452	280	6	274
GMOY009453	1	0	1
GMOY009454	642	10	632
GMOY009455	126	5	121
GMOY009456	30	1	29
GMOY009457	729	15	714
GMOY012754	1	1	0
GMOY012866	0	0	0
GMOY009458	1	0	1
GMOY009459	4	0	4
GMOY009460	227	25	202
GMOY009461	554	12	542
GMOY009462	233	3	230
GMOY009463	394	382	12
GMOY009464	72	1	71
GMOY009465	152	4	148
GMOY009466	10	3	7
GMOY009467	78	257	62
GMOY009468	0	9	232
GMOY009469	85	5	80
GMOY009470	935	29	906
GMOY009471	30	1	29
GMOY009472	90	1	89
GMOY009473	123	2	121
GMOY009474	77	2	75
GMOY013231	7	0	7
GMOY012193	0	0	0
GMOY009475	19	0	19
GMOY009476	537	16	521
GMOY009477	26	2	24
GMOY009478	0	0	0
GMOY009479	0	0	0
GMOY009480	0	0	0
GMOY009481	0	0	0
GMOY009482	0	0	0
GMOY009483	524	10	514
GMOY009484	520	71	515
GMOY009485	0	2	64
GMOY009486	147	8	139
GMOY009487	220	6	214
GMOY009488	64	0	64
GMOY009489	501	7	494
GMOY009490	197	2	195
GMOY009491	2498	65	2433
GMOY009492	379	4	375
GMOY009493	399	8	391
GMOY009494	28	4	24
GMOY009495	74	53	21
GMOY009496	20	6	26
GMOY012194	1	11	3
GMOY009497	186	12	174
GMOY009498	194	2	195
GMOY009499	123	5	121
GMOY009500	254	84	257
GMOY012991	97	31	153
GMOY009501	138	2	136
GMOY009502	1458	48	1410
GMOY009503	159	8	160
GMOY009504	290	14	285
GMOY009505	1401	20	1381
GMOY009506	16	0	16
GMOY009507	97	1	96
GMOY009508	0	0	0
GMOY009509	1082	24	1058
GMOY009510	401	6	395
GMOY009511	177	3	174
GMOY009512	3	0	3
GMOY009513	3	3	0
GMOY009514	6	6	0
GMOY009515	226	80	228
GMOY009516	0	10	74
GMOY012992	173	10	163
GMOY009517	323	9	314
GMOY009518	116	9	107
GMOY009519	387	8	379
GMOY009520	236	2	234
GMOY009521	205	0	205
GMOY009522	1216	31	1185
GMOY009523	109	6	103
GMOY009524	0	0	0
GMOY009525	48	0	48
GMOY009526	0	0	0
GMOY009527	225	2	223
GMOY009528	192	128	180
GMOY009529	0	1	115
GMOY009531	277	17	260
GMOY009532	17	6	11
GMOY009530	287	15	272
GMOY009533	59	2	57
GMOY009534	420	12	408
GMOY009535	631	6	625
GMOY009536	641	21	620
GMOY009537	221	4	217
GMOY009538	1	0	1
GMOY009539	2514	126	2388
GMOY009540	89	7	82
GMOY009541	281	14	267
GMOY009542	0	0	0
GMOY009543	193	4	189
GMOY009544	79	2	77
GMOY009545	0	0	0
GMOY009546	300	6	294
GMOY009547	0	0	0
GMOY009548	3	0	3
GMOY009549	353	12	341
GMOY009550	2	1	1
GMOY009551	0	0	0
GMOY009552	2	0	2
GMOY009553	10	1	9
GMOY009554	147	142	5
GMOY009555	377	143	234
GMOY009556	266	1	265
GMOY009557	12	1	11
GMOY009558	299	3	296
GMOY009559	6	0	6
GMOY009560	0	0	0
GMOY009561	0	0	0
GMOY009562	2	0	2
GMOY009563	5	0	5
GMOY009564	2	0	2
GMOY009565	7	0	7
GMOY009566	80	1	79
GMOY009567	923	23	900
GMOY009568	476	20	456
GMOY009570	1050	17	1036
GMOY009569	323	28	298
GMOY009571	37	2	35
GMOY009572	24	0	24
GMOY009573	4	3	1
GMOY009574	1780	50	1730
GMOY009575	2320	40	2281
GMOY009576	76	4	73
GMOY009577	5	0	5
GMOY009579	80	29	52
GMOY009578	81	13	69
GMOY009580	831	21	810
GMOY009581	264	1	263
GMOY009582	101	6	95
GMOY009583	1689	47	1642
GMOY009584	753	15	738
GMOY009585	517	7	510
GMOY009586	0	0	0
GMOY009587	0	0	0
GMOY009588	0	0	0
GMOY009589	0	0	0
GMOY009590	136	0	136
GMOY009591	1183	177	1131
GMOY009592	0	14	111
GMOY009593	526	18	508
GMOY009594	6	0	6
