Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	18.77  	82                   	
A2  	25.45  	80                   	
A3  	25.81  	80                   	
A4  	20.35  	77                   	
A5  	18.52  	81.5                 	
A6  	20.17  	80.5                 	
A7  	22.46  	77.5                 	
A8  	20.33  	78.5                 	
A9  	30.36  	82.5                 	
A10 	25.25  	80.5                 	
A11 	24.3   	79.5                 	
A12 	20.59  	79                   	
B1  	21     	82                   	
B2  	28.38  	80                   	
B3  	26.45  	80                   	
B4  	21.76  	77                   	
B5  	20.7   	81.5                 	
B6  	22.34  	81                   	
B7  	24.32  	77.5                 	
B8  	21.89  	78.5                 	
B9  	31.48  	82.5                 	
B10 	28.09  	81                   	
B11 	26.77  	79.5                 	
B12 	22.7   	78.5                 	
C1  	18.96  	82                   	
C2  	26.23  	80                   	
C3  	25.71  	80                   	
C4  	20.35  	77.5                 	
C5  	18.76  	81.5                 	
C6  	19.82  	81                   	
C7  	22.72  	77.5                 	
C8  	19.97  	78.5                 	
C9  	No Cq  	57.5                 	
C10 	25.4   	81                   	
C11 	24.73  	79.5                 	
C12 	21.52  	79                   	
D1  	18.96  	82                   	
D2  	27.22  	80                   	
D3  	27.55  	80                   	
D4  	20.42  	77                   	
D5  	18.64  	81.5                 	
D6  	20.42  	81                   	
D7  	22.63  	77.5                 	
D8  	20.38  	78.5                 	
D9  	30.73  	82.5                 	
D10 	26.88  	80.5                 	
D11 	24.82  	79.5                 	
D12 	21.53  	78.5                 	
E1  	18.93  	82                   	
E2  	26.85  	80                   	
E3  	26.79  	80                   	
E4  	20.42  	77.5                 	
E5  	18.65  	81.5                 	
E6  	20.03  	81                   	
E7  	22.49  	77.5                 	
E8  	19.88  	78.5                 	
E9  	30.27  	82.5                 	
E10 	27.47  	81                   	
E11 	24.56  	79.5                 	
E12 	21.58  	79                   	
F1  	19.13  	82                   	
F2  	27.49  	80                   	
F3  	27.29  	80                   	
F4  	20.47  	77.5                 	
F5  	18.78  	81.5                 	
F6  	19.82  	81.5                 	
F7  	22.77  	77.5                 	
F8  	20.53  	78.5                 	
F9  	28.44  	82.5                 	
F10 	26.34  	81                   	
F11 	24.78  	79.5                 	
F12 	21.46  	79                   	
G1  	20.8   	82                   	
G2  	28.39  	80                   	
G3  	28.72  	80                   	
G4  	21.88  	77                   	
G5  	20.55  	81.5                 	
G6  	21.91  	81                   	
G7  	23.92  	77.5                 	
G8  	21.52  	78.5                 	
G9  	31.6   	82.5                 	
G10 	27.85  	80.5                 	
G11 	26.79  	79.5                 	
G12 	22.56  	79                   	
H1  	No Cq  	57.5                 	
H2  	No Cq  	95                   	
H3  	No Cq  	79.5                 	
H4  	No Cq  	77                   	
H5  	No Cq  	57                   	
H6  	No Cq  	58                   	
H7  	No Cq  	78                   	
H8  	No Cq  	78.5                 	
H9  	No Cq  	55                   	
H10 	No Cq  	80.5                 	
H11 	No Cq  	58.5                 	
H12 	No Cq  	58                   	
