Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	19.66  	82                   	
A2  	25.62  	80                   	
A3  	25.56  	80                   	
A4  	20.45  	77                   	
A5  	18.83  	81.5                 	
A6  	20.73  	81.5                 	
A7  	23.19  	77.5                 	
A8  	20.81  	78.5                 	
A9  	29.79  	82                   	
A10 	26.61  	81                   	
A11 	24.79  	79.5                 	
A12 	21.76  	78.5                 	
B1  	19.68  	82                   	
B2  	26.69  	80                   	
B3  	26.86  	80                   	
B4  	20.44  	77                   	
B5  	18.86  	81.5                 	
B6  	20.73  	81.5                 	
B7  	22.87  	77.5                 	
B8  	20.7   	78.5                 	
B9  	30.25  	82.5                 	
B10 	26.76  	80.5                 	
B11 	25.43  	79.5                 	
B12 	21.66  	78.5                 	
C1  	19.5   	82                   	
C2  	27.13  	80                   	
C3  	26.39  	80                   	
C4  	20.74  	77                   	
C5  	18.76  	81.5                 	
C6  	20.42  	81                   	
C7  	22.79  	77.5                 	
C8  	20.5   	78.5                 	
C9  	28.82  	82.5                 	
C10 	26.54  	81                   	
C11 	24.91  	79.5                 	
C12 	21.69  	78.5                 	
D1  	18.62  	82                   	
D2  	25.84  	80                   	
D3  	26.44  	80                   	
D4  	20.4   	77.5                 	
D5  	17.9   	81.5                 	
D6  	19.81  	81                   	
D7  	22.48  	77.5                 	
D8  	19.77  	78.5                 	
D9  	30.78  	82.5                 	
D10 	25.84  	81                   	
D11 	24.76  	79.5                 	
D12 	20.49  	78.5                 	
E1  	19.86  	82                   	
E2  	27.64  	80                   	
E3  	27.57  	80                   	
E4  	21.55  	77.5                 	
E5  	19.73  	81.5                 	
E6  	21.51  	81                   	
E7  	23.54  	77.5                 	
E8  	21.57  	78.5                 	
E9  	29.52  	82.5                 	
E10 	27.34  	81                   	
E11 	26.06  	79.5                 	
E12 	22.41  	78.5                 	
F1  	19.89  	82                   	
F2  	27.19  	80                   	
F3  	27.22  	80                   	
F4  	21.46  	77                   	
F5  	19.71  	81.5                 	
F6  	20.88  	81                   	
F7  	23.54  	77.5                 	
F8  	20.92  	78.5                 	
F9  	37.98  	81                   	
F10 	26.35  	81                   	
F11 	25.23  	79.5                 	
F12 	21.83  	78.5                 	
G1  	18.75  	82                   	
G2  	26.1   	80                   	
G3  	25.56  	80                   	
G4  	19.82  	77                   	
G5  	18.59  	81.5                 	
G6  	20.06  	81                   	
G7  	22.62  	77.5                 	
G8  	20.5   	78.5                 	
G9  	32.67  	82.5                 	
G10 	25.72  	81                   	
G11 	25.1   	79.5                 	
G12 	20.91  	79                   	
H1  	No Cq  	55                   	
H2  	No Cq  	80                   	
H3  	No Cq  	66                   	
H4  	No Cq  	77                   	
H5  	No Cq  	57.5                 	
H6  	No Cq  	57.5                 	
H7  	No Cq  	55                   	
H8  	No Cq  	77.5                 	
H9  	No Cq  	76.5                 	
H10 	No Cq  	80                   	
H11 	No Cq  	57.5                 	
H12 	No Cq  	57.5                 	
