Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	18.85  	82                   	
A2  	24.91  	80                   	
A3  	25.28  	80                   	
A4  	19.54  	77                   	
A5  	18.85  	81.5                 	
A6  	19.42  	81.5                 	
A7  	22.37  	77.5                 	
A8  	20.12  	78                   	
A9  	28.62  	82.5                 	
A10 	24.99  	81                   	
A11 	24.34  	79.5                 	
A12 	20.44  	78.5                 	
B1  	18.96  	82                   	
B2  	25.51  	80                   	
B3  	23.2   	80                   	
B4  	19.68  	77                   	
B5  	18.72  	81.5                 	
B6  	19.98  	81                   	
B7  	22.68  	77.5                 	
B8  	20.1   	78                   	
B9  	26.86  	82.5                 	
B10 	25.86  	80.5                 	
B11 	24.64  	79.5                 	
B12 	20.95  	78.5                 	
C1  	19.68  	82                   	
C2  	26.86  	80                   	
C3  	25.27  	80                   	
C4  	20.54  	77                   	
C5  	18.98  	81.5                 	
C6  	20.97  	81.5                 	
C7  	23.02  	77.5                 	
C8  	20.77  	78.5                 	
C9  	30.45  	82.5                 	
C10 	26.76  	81                   	
C11 	25.59  	79.5                 	
C12 	21.62  	78.5                 	
D1  	20.64  	82                   	
D2  	26.68  	80                   	
D3  	24.89  	80                   	
D4  	20.93  	77.5                 	
D5  	20.47  	81.5                 	
D6  	21.2   	81.5                 	
D7  	23.81  	77.5                 	
D8  	21.89  	78.5                 	
D9  	29.59  	82.5                 	
D10 	26.95  	81                   	
D11 	26.33  	79.5                 	
D12 	22.57  	78.5                 	
E1  	19.76  	82                   	
E2  	26.34  	80                   	
E3  	25.46  	80                   	
E4  	20.81  	77.5                 	
E5  	19.54  	81.5                 	
E6  	20.98  	81                   	
E7  	23.42  	77.5                 	
E8  	20.94  	78.5                 	
E9  	31.12  	82.5                 	
E10 	26.44  	81                   	
E11 	25.53  	79.5                 	
E12 	21.81  	78.5                 	
F1  	18.49  	82                   	
F2  	25.51  	80                   	
F3  	25.17  	80                   	
F4  	19.8   	77.5                 	
F5  	17.99  	81.5                 	
F6  	19.89  	81.5                 	
F7  	22.05  	77.5                 	
F8  	20.02  	78.5                 	
F9  	28.04  	82.5                 	
F10 	25.54  	81                   	
F11 	24.24  	79.5                 	
F12 	20.84  	78.5                 	
G1  	18.99  	82                   	
G2  	26.69  	79.5                 	
G3  	25.04  	80                   	
G4  	19.95  	77                   	
G5  	18.64  	81.5                 	
G6  	20.21  	81.5                 	
G7  	22.58  	77.5                 	
G8  	20.03  	78                   	
G9  	31.36  	82.5                 	
G10 	25.82  	80.5                 	
G11 	24.65  	79.5                 	
G12 	21.28  	78.5                 	
H1  	No Cq  	57.5                 	
H2  	No Cq  	80                   	
H3  	No Cq  	55                   	
H4  	No Cq  	77                   	
H5  	No Cq  	55                   	
H6  	No Cq  	55                   	
H7  	No Cq  	77                   	
H8  	No Cq  	77.5                 	
H9  	38.26  	58                   	
H10 	No Cq  	72.5                 	
H11 	No Cq  	57.5                 	
H12 	No Cq  	58                   	
