Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	18.69  	82                   	
A2  	24.39  	80                   	
A3  	17.85  	80                   	
A4  	18.29  	77                   	
A5  	18.01  	81.5                 	
A6  	19.07  	81                   	
A7  	22.01  	77.5                 	
A8  	20.16  	78                   	
A9  	20.17  	82.5                 	
A10 	21.77  	81                   	
A11 	24.13  	79.5                 	
A12 	20.01  	78.5                 	
B1  	18.99  	82                   	
B2  	24.55  	80                   	
B3  	18.73  	80                   	
B4  	18.74  	77                   	
B5  	18.9   	81.5                 	
B6  	19.67  	81.5                 	
B7  	22.8   	77.5                 	
B8  	20.76  	78                   	
B9  	21.01  	82.5                 	
B10 	22.55  	81                   	
B11 	24.93  	79.5                 	
B12 	20.73  	79                   	
C1  	19.02  	82                   	
C2  	24.58  	80                   	
C3  	20.57  	80                   	
C4  	18.94  	77                   	
C5  	18.75  	81.5                 	
C6  	19.68  	81.5                 	
C7  	22.62  	77.5                 	
C8  	20.58  	78                   	
C9  	25.24  	82.5                 	
C10 	24.39  	81                   	
C11 	24.83  	79.5                 	
C12 	20.75  	79                   	
D1  	18.94  	82                   	
D2  	24.87  	80                   	
D3  	21.66  	80                   	
D4  	19.65  	77                   	
D5  	18.68  	81.5                 	
D6  	19.63  	81                   	
D7  	22.58  	77.5                 	
D8  	20.29  	78.5                 	
D9  	27.76  	82.5                 	
D10 	24.72  	81                   	
D11 	24.7   	79.5                 	
D12 	20.84  	79                   	
E1  	18.99  	82                   	
E2  	26.61  	80                   	
E3  	26.35  	80                   	
E4  	19.79  	77.5                 	
E5  	18.71  	81.5                 	
E6  	19.84  	81                   	
E7  	22.71  	77.5                 	
E8  	20.04  	78.5                 	
E9  	27.33  	82.5                 	
E10 	26.09  	81                   	
E11 	24.81  	79.5                 	
E12 	21.02  	78.5                 	
F1  	19.86  	82                   	
F2  	26.56  	80                   	
F3  	26.7   	80                   	
F4  	20.6   	77.5                 	
F5  	19.13  	81.5                 	
F6  	20.49  	81                   	
F7  	23.5   	77.5                 	
F8  	20.95  	78                   	
F9  	29.03  	82.5                 	
F10 	26.68  	81                   	
F11 	25.3   	79.5                 	
F12 	21.17  	78.5                 	
G1  	18.89  	82                   	
G2  	24.74  	80                   	
G3  	23.77  	80                   	
G4  	19.05  	77                   	
G5  	18.24  	81.5                 	
G6  	18.97  	81                   	
G7  	22.07  	77.5                 	
G8  	20     	78                   	
G9  	26.01  	82.5                 	
G10 	24.48  	81                   	
G11 	24.46  	79.5                 	
G12 	20.67  	79                   	
H1  	No Cq  	57.5                 	
H2  	No Cq  	55                   	
H3  	No Cq  	79.5                 	
H4  	39.07  	76.5                 	
H5  	No Cq  	55                   	
H6  	No Cq  	58                   	
H7  	No Cq  	77.5                 	
H8  	No Cq  	86.5                 	
H9  	No Cq  	57.5                 	
H10 	No Cq  	95                   	
H11 	No Cq  	57.5                 	
H12 	No Cq  	55                   	
