Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	19.58  	82                   	
A2  	25.82  	80                   	
A3  	25.62  	79.5                 	
A4  	20.59  	77                   	
A5  	18.9   	81.5                 	
A6  	20.83  	81.5                 	
A7  	22.87  	77.5                 	
A8  	20.87  	78                   	
A9  	30.86  	82                   	
A10 	26.96  	80.5                 	
A11 	25.38  	79.5                 	
A12 	21.98  	78.5                 	
B1  	19.79  	82                   	
B2  	26.56  	80                   	
B3  	27.64  	79.5                 	
B4  	20.6   	77                   	
B5  	19.47  	81.5                 	
B6  	20.81  	81.5                 	
B7  	22.95  	77.5                 	
B8  	20.76  	78                   	
B9  	29.55  	82.5                 	
B10 	27.7   	80.5                 	
B11 	25.47  	79.5                 	
B12 	21.43  	78.5                 	
C1  	19.12  	82                   	
C2  	26.49  	80                   	
C3  	26.65  	80                   	
C4  	20.69  	77.5                 	
C5  	18.79  	81.5                 	
C6  	20.67  	81                   	
C7  	23.19  	77.5                 	
C8  	20.74  	78.5                 	
C9  	29.21  	82.5                 	
C10 	26.54  	81                   	
C11 	24.88  	79.5                 	
C12 	21.64  	78.5                 	
D1  	18.63  	82                   	
D2  	25.84  	80                   	
D3  	26.77  	80                   	
D4  	19.86  	77.5                 	
D5  	17.97  	81.5                 	
D6  	19.82  	81                   	
D7  	22.36  	77.5                 	
D8  	19.78  	78.5                 	
D9  	29.62  	82.5                 	
D10 	26.14  	81                   	
D11 	24.64  	79.5                 	
D12 	20.87  	78.5                 	
E1  	19.93  	82                   	
E2  	27.54  	80                   	
E3  	28.38  	80                   	
E4  	21.48  	77.5                 	
E5  	19.76  	81.5                 	
E6  	21.58  	81.5                 	
E7  	23.6   	77.5                 	
E8  	21.47  	78.5                 	
E9  	30.72  	82.5                 	
E10 	26.84  	81                   	
E11 	26.02  	79.5                 	
E12 	22.6   	79                   	
F1  	19.93  	82                   	
F2  	27.43  	80                   	
F3  	27.38  	80                   	
F4  	21.46  	77.5                 	
F5  	19.7   	81.5                 	
F6  	21.33  	81                   	
F7  	23.41  	77.5                 	
F8  	21.04  	78.5                 	
F9  	31.71  	82.5                 	
F10 	26.43  	81                   	
F11 	25.91  	79.5                 	
F12 	21.89  	78.5                 	
G1  	18.97  	82                   	
G2  	26.36  	80                   	
G3  	25.73  	80                   	
G4  	20.56  	77                   	
G5  	18.67  	81.5                 	
G6  	20.11  	81                   	
G7  	22.74  	77.5                 	
G8  	20.77  	78                   	
G9  	31.75  	82                   	
G10 	25.71  	80.5                 	
G11 	24.95  	79.5                 	
G12 	21.32  	78.5                 	
H1  	No Cq  	55                   	
H2  	No Cq  	70                   	
H3  	No Cq  	63                   	
H4  	No Cq  	77.5                 	
H5  	No Cq  	55                   	
H6  	No Cq  	57                   	
H7  	No Cq  	77.5                 	
H8  	38.97  	83.5                 	
H9  	No Cq  	71.5                 	
H10 	No Cq  	81.5                 	
H11 	No Cq  	57.5                 	
H12 	No Cq  	57.5                 	
