Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	19.61  	82                   	
A2  	26.81  	79.5                 	
A3  	28.58  	79.5                 	
A4  	20.77  	77                   	
A5  	18.81  	81.5                 	
A6  	20.84  	81                   	
A7  	22.67  	77.5                 	
A8  	20.78  	78.5                 	
A9  	28.5   	82.5                 	
A10 	28.62  	80.5                 	
A11 	24.95  	79.5                 	
A12 	21.93  	78.5                 	
B1  	19     	82                   	
B2  	26.1   	79.5                 	
B3  	27     	79.5                 	
B4  	20.4   	77                   	
B5  	18.72  	81.5                 	
B6  	20.41  	81                   	
B7  	22.57  	77.5                 	
B8  	19.86  	78.5                 	
B9  	31.61  	82.5                 	
B10 	25.71  	80.5                 	
B11 	24.81  	79.5                 	
B12 	21.26  	78.5                 	
C1  	18.62  	82                   	
C2  	25.72  	79.5                 	
C3  	25.43  	80                   	
C4  	19.6   	77                   	
C5  	18.56  	81.5                 	
C6  	19.78  	81                   	
C7  	22.38  	77.5                 	
C8  	19.9   	78.5                 	
C9  	28.65  	82.5                 	
C10 	25.45  	81                   	
C11 	24.81  	79.5                 	
C12 	20.86  	78.5                 	
D1  	18.1   	82                   	
D2  	24.71  	80                   	
D3  	23.55  	80                   	
D4  	19.4   	77.5                 	
D5  	18     	81.5                 	
D6  	19.45  	81                   	
D7  	21.8   	77.5                 	
D8  	19.64  	78.5                 	
D9  	27.94  	82.5                 	
D10 	24.74  	81                   	
D11 	24.12  	79.5                 	
D12 	20.69  	78.5                 	
E1  	18.8   	82                   	
E2  	25.53  	80                   	
E3  	26.27  	80                   	
E4  	20.28  	77.5                 	
E5  	18.6   	81.5                 	
E6  	19.73  	81.5                 	
E7  	22.31  	78                   	
E8  	19.68  	78.5                 	
E9  	32.47  	82.5                 	
E10 	25.54  	81                   	
E11 	24.32  	79.5                 	
E12 	20.96  	78.5                 	
F1  	18.96  	82                   	
F2  	27.5   	80                   	
F3  	27.5   	80                   	
F4  	20.47  	77.5                 	
F5  	18.71  	81.5                 	
F6  	20.49  	81.5                 	
F7  	22.56  	77.5                 	
F8  	20.12  	78.5                 	
F9  	30.49  	82.5                 	
F10 	25.78  	81                   	
F11 	24.79  	79.5                 	
F12 	21.63  	78.5                 	
G1  	19.62  	82                   	
G2  	26.5   	79.5                 	
G3  	27.11  	79.5                 	
G4  	20.79  	77                   	
G5  	19.38  	81.5                 	
G6  	20.14  	81                   	
G7  	22.51  	77.5                 	
G8  	20.61  	78.5                 	
G9  	30.12  	82.5                 	
G10 	26.56  	80.5                 	
G11 	24.93  	79.5                 	
G12 	21.85  	78.5                 	
H1  	No Cq  	57.5                 	
H2  	No Cq  	79                   	
H3  	No Cq  	64                   	
H4  	39.98  	77                   	
H5  	No Cq  	57                   	
H6  	No Cq  	58                   	
H7  	No Cq  	95                   	
H8  	37.89  	84                   	
H9  	No Cq  	95                   	
H10 	No Cq  	80.5                 	
H11 	No Cq  	57.5                 	
H12 	No Cq  	55                   	
