Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	19.73  	82                   	
A2  	26.74  	80                   	
A3  	25.9   	80                   	
A4  	20.69  	77                   	
A5  	19.58  	81.5                 	
A6  	20.7   	81                   	
A7  	23.25  	77.5                 	
A8  	20.92  	78.5                 	
A9  	30.5   	82.5                 	
A10 	27.41  	80.5                 	
A11 	25.47  	79.5                 	
A12 	21.85  	78.5                 	
B1  	18.8   	82                   	
B2  	26.56  	80                   	
B3  	25.81  	80                   	
B4  	20.33  	77                   	
B5  	18.59  	81.5                 	
B6  	20.44  	81.5                 	
B7  	22.45  	77.5                 	
B8  	20.46  	78.5                 	
B9  	27.73  	82.5                 	
B10 	26.41  	81                   	
B11 	24.71  	79.5                 	
B12 	21.47  	78.5                 	
C1  	17.83  	82                   	
C2  	26.21  	80                   	
C3  	28.26  	80                   	
C4  	19.63  	77.5                 	
C5  	17.67  	81.5                 	
C6  	19.37  	81                   	
C7  	21.62  	78                   	
C8  	19.58  	78.5                 	
C9  	No Cq  	82.5                 	
C10 	25.12  	81                   	
C11 	23.9   	79.5                 	
C12 	20.67  	78.5                 	
D1  	18.78  	82                   	
D2  	27.12  	80                   	
D3  	27.91  	80                   	
D4  	20.43  	77.5                 	
D5  	18.74  	81.5                 	
D6  	20.52  	81                   	
D7  	22.56  	78                   	
D8  	19.88  	78.5                 	
D9  	28.34  	82.5                 	
D10 	25.72  	81                   	
D11 	25.25  	79.5                 	
D12 	21.49  	79                   	
E1  	19.87  	82                   	
E2  	26.71  	80                   	
E3  	29.14  	80                   	
E4  	21.48  	77.5                 	
E5  	19.57  	81.5                 	
E6  	21.31  	81.5                 	
E7  	23.3   	78                   	
E8  	20.72  	78.5                 	
E9  	31.32  	82.5                 	
E10 	28     	81                   	
E11 	25.9   	79.5                 	
E12 	22.39  	79                   	
F1  	18.2   	82                   	
F2  	26.18  	80                   	
F3  	26.04  	80                   	
F4  	20.25  	77.5                 	
F5  	18.47  	81.5                 	
F6  	19.52  	81                   	
F7  	21.85  	77.5                 	
F8  	19.8   	78.5                 	
F9  	29.63  	82.5                 	
F10 	25.55  	81                   	
F11 	24.3   	79.5                 	
F12 	20.91  	78.5                 	
G1  	18.89  	82                   	
G2  	27.21  	80                   	
G3  	28.52  	80                   	
G4  	20.58  	77                   	
G5  	18.66  	81.5                 	
G6  	20.38  	81                   	
G7  	22.57  	77.5                 	
G8  	19.94  	78.5                 	
G9  	33.56  	79                   	
G10 	26.4   	81                   	
G11 	24.78  	79.5                 	
G12 	21.83  	78.5                 	
H1  	No Cq  	55                   	
H2  	No Cq  	79.5                 	
H3  	No Cq  	55                   	
H4  	No Cq  	77                   	
H5  	No Cq  	55                   	
H6  	No Cq  	57                   	
H7  	No Cq  	77                   	
H8  	39.63  	78                   	
H9  	No Cq  	55                   	
H10 	No Cq  	81                   	
H11 	No Cq  	58                   	
H12 	No Cq  	58                   	
