Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	18.63  	82.5                 	
A2  	26.52  	80                   	
A3  	28.26  	80                   	
A4  	20.42  	77.5                 	
A5  	18.43  	81.5                 	
A6  	19.85  	81                   	
A7  	22.4   	77.5                 	
A8  	19.72  	78.5                 	
A9  	28.56  	82.5                 	
A10 	25.32  	80.5                 	
A11 	24.05  	79.5                 	
A12 	20.88  	79                   	
B1  	18.55  	82.5                 	
B2  	24.79  	80                   	
B3  	24.73  	80                   	
B4  	19.63  	77.5                 	
B5  	18.37  	81.5                 	
B6  	19.08  	81.5                 	
B7  	21.81  	77.5                 	
B8  	19.57  	78.5                 	
B9  	29.38  	82.5                 	
B10 	25.36  	81                   	
B11 	23.97  	79.5                 	
B12 	20.72  	79                   	
C1  	18.09  	82.5                 	
C2  	25.56  	80                   	
C3  	25.54  	80                   	
C4  	19.99  	77.5                 	
C5  	18     	81.5                 	
C6  	19.6   	81.5                 	
C7  	21.91  	78                   	
C8  	19.77  	78.5                 	
C9  	29.65  	82.5                 	
C10 	25.67  	81                   	
C11 	24.54  	79.5                 	
C12 	20.76  	79                   	
D1  	18.11  	82.5                 	
D2  	25.54  	80                   	
D3  	26.3   	80                   	
D4  	19.74  	77.5                 	
D5  	18.02  	81.5                 	
D6  	19.54  	81.5                 	
D7  	21.8   	78                   	
D8  	19.69  	78.5                 	
D9  	29.53  	82.5                 	
D10 	25.42  	81                   	
D11 	24.33  	79.5                 	
D12 	20.76  	79                   	
E1  	19.69  	82.5                 	
E2  	25.84  	80                   	
E3  	27.35  	80                   	
E4  	20.84  	77.5                 	
E5  	19.49  	81.5                 	
E6  	20.7   	81.5                 	
E7  	23.38  	78                   	
E8  	20.84  	78.5                 	
E9  	32.94  	82.5                 	
E10 	26.86  	81                   	
E11 	25.66  	80                   	
E12 	21.91  	79                   	
F1  	18.77  	82.5                 	
F2  	25.93  	80                   	
F3  	25.95  	80                   	
F4  	20.57  	77.5                 	
F5  	18.71  	81.5                 	
F6  	19.97  	81                   	
F7  	22.65  	78                   	
F8  	20     	78.5                 	
F9  	31.72  	82.5                 	
F10 	26.56  	81                   	
F11 	24.83  	80                   	
F12 	21.67  	79                   	
G1  	18.92  	82.5                 	
G2  	26.41  	80                   	
G3  	25.75  	80                   	
G4  	20.7   	77.5                 	
G5  	18.82  	81.5                 	
G6  	20.08  	81                   	
G7  	22.55  	78                   	
G8  	20     	78.5                 	
G9  	28.48  	82.5                 	
G10 	26.66  	81                   	
G11 	24.94  	80                   	
G12 	21.11  	79                   	
H1  	No Cq  	57                   	
H2  	No Cq  	95                   	
H3  	No Cq  	55                   	
H4  	33.91  	77                   	
H5  	No Cq  	57                   	
H6  	No Cq  	57.5                 	
H7  	No Cq  	77.5                 	
H8  	No Cq  	77.5                 	
H9  	No Cq  	58                   	
H10 	No Cq  	76                   	
H11 	No Cq  	58                   	
H12 	No Cq  	57                   	
