Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	18.76  	82.5                 	
A2  	26.28  	80                   	
A3  	24.43  	80                   	
A4  	20.4   	77.5                 	
A5  	18.66  	81.5                 	
A6  	20.7   	81.5                 	
A7  	22.61  	77.5                 	
A8  	20.25  	78.5                 	
A9  	28.99  	82.5                 	
A10 	25.54  	81                   	
A11 	24.73  	79.5                 	
A12 	21.42  	79                   	
B1  	19.67  	82.5                 	
B2  	24.51  	80                   	
B3  	19.92  	80                   	
B4  	19.41  	77.5                 	
B5  	19.45  	81.5                 	
B6  	19.53  	81                   	
B7  	22.74  	77.5                 	
B8  	20.51  	78.5                 	
B9  	23.7   	82.5                 	
B10 	23.47  	81                   	
B11 	25.39  	79.5                 	
B12 	20.66  	79                   	
C1  	19.56  	82.5                 	
C2  	24.58  	80                   	
C3  	18.79  	80                   	
C4  	19.73  	77.5                 	
C5  	19.52  	81.5                 	
C6  	19.55  	81                   	
C7  	22.67  	78                   	
C8  	20.69  	78.5                 	
C9  	21.1   	82.5                 	
C10 	22.85  	81                   	
C11 	25.16  	79.5                 	
C12 	20.84  	79                   	
D1  	20     	82.5                 	
D2  	25.69  	80                   	
D3  	21.65  	80                   	
D4  	19.78  	77.5                 	
D5  	19.78  	81.5                 	
D6  	19.99  	81.5                 	
D7  	23.54  	78                   	
D8  	20.95  	78.5                 	
D9  	24.86  	82.5                 	
D10 	24.34  	81                   	
D11 	26.17  	80                   	
D12 	21.08  	79                   	
E1  	19.78  	82.5                 	
E2  	24.46  	80                   	
E3  	18.97  	80                   	
E4  	19.6   	77.5                 	
E5  	19.6   	81.5                 	
E6  	19.73  	81                   	
E7  	23.42  	78                   	
E8  	20.89  	78.5                 	
E9  	22.54  	82.5                 	
E10 	23.59  	81                   	
E11 	25.73  	80                   	
E12 	20.93  	79                   	
F1  	18.86  	82.5                 	
F2  	26.76  	80                   	
F3  	27.18  	80                   	
F4  	20.76  	77.5                 	
F5  	18.65  	81.5                 	
F6  	20.2   	81                   	
F7  	22.8   	78                   	
F8  	20.1   	78.5                 	
F9  	31.12  	82.5                 	
F10 	25.77  	81                   	
F11 	25.37  	80                   	
F12 	21.82  	79                   	
G1  	17.77  	82.5                 	
G2  	26.01  	80                   	
G3  	25.65  	80                   	
G4  	19.89  	77.5                 	
G5  	17.83  	81.5                 	
G6  	19.73  	81                   	
G7  	21.73  	78                   	
G8  	19.13  	78.5                 	
G9  	31.78  	82.5                 	
G10 	25.15  	81                   	
G11 	24.14  	80                   	
G12 	20.34  	79                   	
H1  	No Cq  	57.5                 	
H2  	No Cq  	79.5                 	
H3  	No Cq  	81.5                 	
H4  	No Cq  	78                   	
H5  	No Cq  	57.5                 	
H6  	No Cq  	57.5                 	
H7  	No Cq  	95                   	
H8  	No Cq  	95                   	
H9  	No Cq  	58                   	
H10 	No Cq  	95                   	
H11 	No Cq  	57.5                 	
H12 	No Cq  	58                   	
