Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	19.42  	82.5                 	
A2  	26.33  	80                   	
A3  	24.56  	80                   	
A4  	20.55  	77.5                 	
A5  	18.65  	81.5                 	
A6  	20.75  	81.5                 	
A7  	22.62  	77.5                 	
A8  	20.28  	78.5                 	
A9  	29.13  	82.5                 	
A10 	26.03  	81                   	
A11 	24.8   	79.5                 	
A12 	21.49  	79                   	
B1  	19.88  	82.5                 	
B2  	24.63  	80                   	
B3  	20.59  	80                   	
B4  	19.36  	77.5                 	
B5  	19.47  	81.5                 	
B6  	19.68  	81                   	
B7  	22.79  	77.5                 	
B8  	20.52  	78.5                 	
B9  	23.67  	82.5                 	
B10 	23.44  	81                   	
B11 	25.14  	79.5                 	
B12 	20.73  	79                   	
C1  	19.78  	82.5                 	
C2  	24.76  	80                   	
C3  	19.02  	80                   	
C4  	19.64  	77.5                 	
C5  	19.61  	81.5                 	
C6  	19.58  	81                   	
C7  	22.78  	78                   	
C8  	20.72  	78.5                 	
C9  	21.1   	82.5                 	
C10 	23.05  	81                   	
C11 	25.6   	79.5                 	
C12 	20.88  	79                   	
D1  	20.37  	82.5                 	
D2  	25.74  	80                   	
D3  	21.74  	80                   	
D4  	19.84  	77.5                 	
D5  	19.91  	81.5                 	
D6  	20.56  	81.5                 	
D7  	23.45  	78                   	
D8  	20.97  	78.5                 	
D9  	24.73  	82.5                 	
D10 	24.43  	81                   	
D11 	26.56  	79.5                 	
D12 	21.1   	79                   	
E1  	19.86  	82.5                 	
E2  	24.56  	80                   	
E3  	19.74  	80                   	
E4  	19.68  	77.5                 	
E5  	19.7   	81.5                 	
E6  	20.13  	81                   	
E7  	23.31  	78                   	
E8  	20.91  	78.5                 	
E9  	22.11  	82.5                 	
E10 	23.57  	81                   	
E11 	25.75  	80                   	
E12 	20.94  	79                   	
F1  	18.92  	82.5                 	
F2  	26.63  	80                   	
F3  	27.55  	80                   	
F4  	20.7   	77.5                 	
F5  	18.82  	81.5                 	
F6  	20.57  	81.5                 	
F7  	22.9   	78                   	
F8  	20.08  	78.5                 	
F9  	32.67  	82.5                 	
F10 	25.88  	81                   	
F11 	25.8   	80                   	
F12 	21.75  	79                   	
G1  	17.84  	82.5                 	
G2  	25.69  	80                   	
G3  	25.48  	80                   	
G4  	19.84  	77.5                 	
G5  	17.87  	81.5                 	
G6  	19.69  	81                   	
G7  	21.68  	78                   	
G8  	19.04  	78.5                 	
G9  	31.13  	82.5                 	
G10 	25.48  	81                   	
G11 	24.22  	80                   	
G12 	20.51  	79                   	
H1  	No Cq  	57.5                 	
H2  	No Cq  	55                   	
H3  	No Cq  	79.5                 	
H4  	No Cq  	77.5                 	
H5  	No Cq  	57                   	
H6  	No Cq  	55                   	
H7  	No Cq  	55                   	
H8  	No Cq  	79                   	
H9  	No Cq  	57                   	
H10 	No Cq  	79.5                 	
H11 	No Cq  	57.5                 	
H12 	No Cq  	57                   	
