Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	18.62  	82.5                 	
A2  	26.69  	80                   	
A3  	28.1   	80                   	
A4  	20.33  	77.5                 	
A5  	18.31  	81.5                 	
A6  	19.77  	81                   	
A7  	22.28  	77.5                 	
A8  	19.62  	78.5                 	
A9  	28.59  	82.5                 	
A10 	24.99  	80.5                 	
A11 	24.43  	79.5                 	
A12 	21.3   	79                   	
B1  	18.63  	82.5                 	
B2  	24.69  	80                   	
B3  	24.66  	80                   	
B4  	19.52  	77.5                 	
B5  	18.3   	81.5                 	
B6  	19.39  	81.5                 	
B7  	22.21  	78                   	
B8  	19.61  	78.5                 	
B9  	29.38  	82.5                 	
B10 	25.36  	81                   	
B11 	24.46  	79.5                 	
B12 	20.62  	79                   	
C1  	18.13  	82.5                 	
C2  	25.24  	80                   	
C3  	25.52  	80                   	
C4  	19.8   	77.5                 	
C5  	18.01  	81.5                 	
C6  	19.53  	81.5                 	
C7  	21.94  	78                   	
C8  	19.72  	78.5                 	
C9  	30.3   	82.5                 	
C10 	25.71  	81                   	
C11 	24.65  	80                   	
C12 	20.72  	79                   	
D1  	18.09  	82.5                 	
D2  	25.55  	80                   	
D3  	25.76  	80                   	
D4  	19.79  	77.5                 	
D5  	18.38  	81.5                 	
D6  	19.59  	81.5                 	
D7  	21.77  	78                   	
D8  	19.61  	78.5                 	
D9  	29.78  	82.5                 	
D10 	25.34  	81                   	
D11 	24.31  	79.5                 	
D12 	20.76  	79                   	
E1  	19.67  	82.5                 	
E2  	26.26  	80                   	
E3  	27.25  	80                   	
E4  	20.79  	77.5                 	
E5  	19.51  	81.5                 	
E6  	20.77  	81.5                 	
E7  	22.83  	78                   	
E8  	20.8   	78.5                 	
E9  	38.66  	58                   	
E10 	27.5   	81                   	
E11 	25.87  	80                   	
E12 	21.82  	79                   	
F1  	18.79  	82.5                 	
F2  	25.9   	80                   	
F3  	26.31  	80                   	
F4  	20.55  	77.5                 	
F5  	18.7   	81.5                 	
F6  	19.99  	81                   	
F7  	22.58  	78                   	
F8  	20.04  	78.5                 	
F9  	31.21  	82.5                 	
F10 	26.6   	81                   	
F11 	25.24  	80                   	
F12 	21.65  	79                   	
G1  	18.96  	82.5                 	
G2  	25.85  	80                   	
G3  	25.5   	80                   	
G4  	20.59  	77.5                 	
G5  	18.83  	81.5                 	
G6  	19.99  	81                   	
G7  	22.51  	78                   	
G8  	19.98  	78.5                 	
G9  	27.83  	82.5                 	
G10 	26.54  	81                   	
G11 	25.05  	80                   	
G12 	21.11  	79                   	
H1  	No Cq  	57                   	
H2  	No Cq  	80                   	
H3  	No Cq  	79.5                 	
H4  	No Cq  	77.5                 	
H5  	No Cq  	57.5                 	
H6  	No Cq  	58                   	
H7  	No Cq  	77                   	
H8  	No Cq  	78.5                 	
H9  	No Cq  	57.5                 	
H10 	No Cq  	82                   	
H11 	No Cq  	58                   	
H12 	No Cq  	57                   	
