Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	19.83  	82                   	
A2  	26.48  	79.5                 	
A3  	25.94  	80                   	
A4  	20.77  	77                   	
A5  	19.61  	81.5                 	
A6  	20.81  	81                   	
A7  	23.42  	77.5                 	
A8  	20.99  	78                   	
A9  	29.39  	82                   	
A10 	27.03  	81                   	
A11 	25.58  	79.5                 	
A12 	22.05  	78.5                 	
B1  	18.86  	82                   	
B2  	26.59  	80                   	
B3  	25.91  	80                   	
B4  	20.5   	77                   	
B5  	18.74  	81.5                 	
B6  	20.65  	81.5                 	
B7  	22.6   	77.5                 	
B8  	20.59  	78                   	
B9  	27.45  	82                   	
B10 	25.97  	81                   	
B11 	24.7   	79.5                 	
B12 	21.47  	78.5                 	
C1  	17.85  	82                   	
C2  	26.43  	79.5                 	
C3  	28.54  	79.5                 	
C4  	19.72  	77                   	
C5  	17.81  	81.5                 	
C6  	19.56  	81                   	
C7  	21.72  	77.5                 	
C8  	19.53  	78.5                 	
C9  	30.21  	82                   	
C10 	25.45  	80.5                 	
C11 	23.91  	79.5                 	
C12 	20.63  	78.5                 	
D1  	18.84  	82                   	
D2  	27.51  	80                   	
D3  	27.28  	79.5                 	
D4  	20.6   	77                   	
D5  	18.78  	81.5                 	
D6  	20.79  	81                   	
D7  	22.74  	77.5                 	
D8  	19.9   	78                   	
D9  	28.17  	82.5                 	
D10 	25.83  	81                   	
D11 	25.1   	79.5                 	
D12 	21.59  	78.5                 	
E1  	19.75  	82                   	
E2  	27.32  	80                   	
E3  	29.01  	80                   	
E4  	21.72  	77                   	
E5  	19.73  	81.5                 	
E6  	21.53  	81                   	
E7  	23.35  	77.5                 	
E8  	20.81  	78.5                 	
E9  	38.42  	58.5                 	
E10 	27.97  	81                   	
E11 	25.76  	79.5                 	
E12 	22.5   	78.5                 	
F1  	18.68  	82                   	
F2  	26.28  	80                   	
F3  	25.76  	80                   	
F4  	20.37  	77                   	
F5  	18.51  	81.5                 	
F6  	19.67  	81                   	
F7  	21.79  	77.5                 	
F8  	19.88  	78.5                 	
F9  	30.78  	82.5                 	
F10 	25.39  	81                   	
F11 	23.98  	79.5                 	
F12 	20.93  	78.5                 	
G1  	18.98  	82                   	
G2  	27.57  	79.5                 	
G3  	28.21  	79.5                 	
G4  	20.76  	77                   	
G5  	18.88  	81                   	
G6  	20.65  	81                   	
G7  	22.79  	77.5                 	
G8  	20.2   	78                   	
G9  	32.43  	82                   	
G10 	26.7   	80.5                 	
G11 	24.98  	79.5                 	
G12 	21.84  	78.5                 	
H1  	No Cq  	55                   	
H2  	No Cq  	55                   	
H3  	No Cq  	64.5                 	
H4  	No Cq  	76.5                 	
H5  	No Cq  	55                   	
H6  	No Cq  	55                   	
H7  	No Cq  	55                   	
H8  	No Cq  	78                   	
H9  	No Cq  	57.5                 	
H10 	No Cq  	81                   	
H11 	No Cq  	57.5                 	
H12 	No Cq  	55                   	
