Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	18.96  	82.5                 	
A2  	26.39  	80                   	
A3  	23.74  	80                   	
A4  	20.55  	77.5                 	
A5  	18.71  	81.5                 	
A6  	20.82  	81.5                 	
A7  	22.8   	77.5                 	
A8  	29.53  	82.5                 	
A9  	20.74  	78.5                 	
A10 	26.09  	81                   	
A11 	24.9   	79.5                 	
A12 	21.34  	79                   	
B1  	19.79  	82                   	
B2  	26.56  	80                   	
B3  	26.54  	80                   	
B4  	20.67  	77.5                 	
B5  	19.48  	81.5                 	
B6  	20.98  	81                   	
B7  	23.52  	77.5                 	
B8  	29.68  	82                   	
B9  	20.72  	78.5                 	
B10 	26.68  	81                   	
B11 	25.61  	79.5                 	
B12 	21.24  	79                   	
C1  	19.88  	82                   	
C2  	24.78  	80                   	
C3  	19.69  	80                   	
C4  	19.47  	77.5                 	
C5  	19.58  	81.5                 	
C6  	19.9   	81                   	
C7  	22.97  	77.5                 	
C8  	23.94  	82.5                 	
C9  	21.09  	78.5                 	
C10 	23.81  	81                   	
C11 	25.42  	79.5                 	
C12 	20.55  	79                   	
D1  	23.56  	82.5                 	
D2  	29.34  	80                   	
D3  	22.86  	80                   	
D4  	22.63  	77.5                 	
D5  	23.4   	81.5                 	
D6  	23.62  	81                   	
D7  	26.39  	78                   	
D8  	23.84  	82.5                 	
D9  	23.96  	78.5                 	
D10 	26.55  	81                   	
D11 	28.78  	79.5                 	
D12 	23.69  	79                   	
E1  	18.82  	82.5                 	
E2  	23.69  	80                   	
E3  	19.91  	80                   	
E4  	18.61  	77.5                 	
E5  	18.6   	81.5                 	
E6  	18.75  	81.5                 	
E7  	22.37  	78                   	
E8  	24.48  	82.5                 	
E9  	20.17  	78.5                 	
E10 	22.86  	81                   	
E11 	24.42  	79.5                 	
E12 	19.79  	79                   	
F1  	18.98  	82                   	
F2  	23.9   	80                   	
F3  	18.62  	80                   	
F4  	18.72  	77.5                 	
F5  	18.57  	81.5                 	
F6  	18.92  	81                   	
F7  	21.86  	78                   	
F8  	22.83  	82.5                 	
F9  	20.55  	78.5                 	
F10 	22.42  	81                   	
F11 	24.03  	79.5                 	
F12 	19.8   	79                   	
G1  	19.1   	82                   	
G2  	25.05  	80                   	
G3  	18.96  	80                   	
G4  	18.78  	77.5                 	
G5  	18.64  	81.5                 	
G6  	19.54  	81.5                 	
G7  	22.55  	77.5                 	
G8  	25.09  	82.5                 	
G9  	20.48  	78.5                 	
G10 	22.97  	81                   	
G11 	24.7   	79.5                 	
G12 	20.8   	79                   	
H1  	No Cq  	57.5                 	
H2  	No Cq  	80                   	
H3  	No Cq  	79.5                 	
H4  	38.42  	77                   	
H5  	No Cq  	57.5                 	
H6  	No Cq  	57                   	
H7  	No Cq  	55                   	
H8  	37.86  	57.5                 	
H9  	No Cq  	78                   	
H10 	No Cq  	70.5                 	
H11 	No Cq  	57.5                 	
H12 	No Cq  	55                   	
