Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	19.48  	82.5                 	
A2  	25.26  	80                   	
A3  	18.62  	80                   	
A4  	18.81  	77                   	
A5  	18.83  	81.5                 	
A6  	19.79  	80.5                 	
A7  	23.06  	77.5                 	
A8  	22.46  	82.5                 	
A9  	20.6   	78.5                 	
A10 	22.52  	81                   	
A11 	24.68  	79.5                 	
A12 	20.65  	79                   	
B1  	19.93  	82.5                 	
B2  	24.94  	80                   	
B3  	19.73  	80                   	
B4  	20.3   	77                   	
B5  	19.67  	81.5                 	
B6  	20.49  	81                   	
B7  	23.58  	77.5                 	
B8  	23.75  	82.5                 	
B9  	21.38  	78                   	
B10 	23.76  	81                   	
B11 	25.69  	79.5                 	
B12 	20.94  	78.5                 	
C1  	19.18  	82.5                 	
C2  	24.77  	80                   	
C3  	18.69  	80                   	
C4  	18.78  	77.5                 	
C5  	18.85  	81.5                 	
C6  	19.64  	81                   	
C7  	22.56  	78                   	
C8  	23.65  	82.5                 	
C9  	20.68  	78                   	
C10 	22.89  	81                   	
C11 	24.81  	79.5                 	
C12 	20.73  	79                   	
D1  	18.93  	82.5                 	
D2  	23.59  	80                   	
D3  	17.72  	80                   	
D4  	17.99  	77.5                 	
D5  	18.65  	81.5                 	
D6  	18.07  	81                   	
D7  	22.31  	78                   	
D8  	21.74  	82.5                 	
D9  	20.01  	78                   	
D10 	22.45  	81                   	
D11 	24     	79.5                 	
D12 	19.89  	79                   	
E1  	19.04  	82.5                 	
E2  	23.73  	80                   	
E3  	17.66  	80                   	
E4  	18.56  	77.5                 	
E5  	18.7   	81.5                 	
E6  	18.79  	81                   	
E7  	22.54  	78                   	
E8  	21.64  	82.5                 	
E9  	20.29  	78.5                 	
E10 	22.56  	81                   	
E11 	24.61  	80                   	
E12 	19.96  	79                   	
F1  	21.75  	82.5                 	
F2  	25.84  	80                   	
F3  	20.73  	80                   	
F4  	20.8   	77.5                 	
F5  	20.89  	81.5                 	
F6  	20.77  	81                   	
F7  	24.6   	77.5                 	
F8  	23.59  	82.5                 	
F9  	22.65  	78.5                 	
F10 	25.59  	81                   	
F11 	26.86  	79.5                 	
F12 	22.16  	79                   	
G1  	19.89  	82.5                 	
G2  	24.39  	80                   	
G3  	18.78  	80                   	
G4  	18.81  	77.5                 	
G5  	19.12  	81.5                 	
G6  	19.75  	81                   	
G7  	22.79  	77.5                 	
G8  	22.66  	82.5                 	
G9  	20.85  	78.5                 	
G10 	23.6   	81                   	
G11 	24.79  	79.5                 	
G12 	20.88  	79                   	
H1  	No Cq  	57.5                 	
H2  	No Cq  	95                   	
H3  	No Cq  	79.5                 	
H4  	No Cq  	77.5                 	
H5  	No Cq  	57                   	
H6  	No Cq  	55                   	
H7  	No Cq  	55                   	
H8  	No Cq  	57.5                 	
H9  	No Cq  	79                   	
H10 	No Cq  	95                   	
H11 	No Cq  	58                   	
H12 	No Cq  	57.5                 	
